,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.42,0.89,0.41,0.3,0.46,0.33,0.47,0.05,0.45,0.3,0.37
libtorrent.csv,0.72,0.47,0.73,0.63,0.54,0.72,0.63,0.6,0.72,0.79,0.13
mcmc-jags.csv,0.62,0.49,0.53,0.87,0.62,0.63,0.6,0.64,0.5,0.57,0.66
natpad.csv,0.53,0.62,0.13,0.6,0.67,0.64,0.68,0.71,0.64,0.79,0.73
nebuladevice.csv,0.34,0.17,0.0,0.42,0.02,0.37,0.48,0.25,0.68,0.74,0.02
olap-navigator.csv,0.83,0.45,0.42,0.63,0.54,0.38,0.44,0.56,0.67,0.8,0.17
pidgin.csv,0.54,0.46,0.54,0.38,0.73,0.47,0.68,0.68,0.51,0.75,0.72
salasaga.csv,0.32,0.69,0.33,0.44,0.71,0.54,0.69,0.75,0.36,0.47,0.64
sepgsql.csv,0.57,0.44,0.79,0.31,0.65,0.36,0.56,0.47,0.09,0.77,0.51
xstore.csv,0.49,0.44,0.05,0.38,0.61,0.35,0.68,0.73,0.48,0.79,0.55
xtreemfs.csv,0.56,0.48,0.35,0.38,0.63,0.45,0.57,0.48,0.09,0.81,0.59
