,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.25,0.76,0.54,0.55,0.86,0.41,0.58,0.48,0.78,0.78,0.4,0.68,0.75,0.61
carabiner.csv,0.23,0.62,0.63,0.53,0.8,0.68,0.59,0.51,0.82,0.68,0.4,0.62,0.62,0.74
elvishrayrenderer.csv,0.19,0.49,0.5,0.42,0.61,0.53,0.97,0.3,0.52,0.55,0.24,0.54,0.73,0.24
fleet-simulator.csv,0.22,0.6,0.64,0.56,0.75,0.46,0.97,0.5,0.98,0.83,0.31,0.81,0.77,0.65
gmerlin.csv,0.0,0.67,0.63,0.52,0.75,0.45,0.68,0.56,0.92,0.67,0.39,0.8,0.76,0.57
gnome-jabber.csv,0.21,0.69,0.63,0.51,0.73,0.34,0.75,0.44,0.78,0.73,0.43,0.56,0.73,0.57
ipfilter.csv,0.26,0.34,0.51,0.39,0.77,0.47,0.97,0.42,0.53,0.95,0.38,0.76,0.78,0.37
irplus.csv,0.32,0.56,0.56,0.57,0.5,0.32,0.43,0.48,0.48,0.67,0.33,0.59,0.63,0.68
mevenide.csv,0.13,0.0,0.18,0.0,0.38,0.22,0.06,0.16,0.2,0.33,0.69,0.36,0.36,0.17
moving-pictures.csv,0.18,0.58,0.65,0.45,0.71,0.26,0.58,0.33,0.44,0.67,0.29,0.6,0.52,0.7
opensim4opencog.csv,0.29,0.64,0.53,0.49,0.66,0.33,0.44,0.48,0.81,0.55,0.43,0.58,0.56,0.62
rockbox.csv,0.0,0.39,0.31,0.29,0.26,0.29,0.14,0.36,0.34,0.0,0.42,0.11,0.1,0.65
ta3d.csv,0.07,0.0,0.0,0.3,0.3,0.23,0.14,0.0,0.55,0.56,0.3,0.68,0.06,0.0
xcmetadataservicestoolkit.csv,0.26,0.19,0.3,0.43,0.83,0.33,0.9,0.49,0.8,0.73,0.37,0.81,0.74,0.25
