,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.48,0.52,0.74,0.64,0.6,0.36,0.22,0.29,0.5,0.43,0.51,0.72,0.41
cuberok.csv,0.13,0.5,0.43,0.06,0.65,0.44,0.49,0.4,0.48,0.44,0.56,0.67,0.57
exist.csv,0.09,0.67,0.48,0.59,0.58,0.49,0.27,0.05,0.77,0.55,0.53,0.57,0.66
google-web-toolkit.csv,0.17,0.55,0.69,0.25,0.39,0.51,0.31,0.59,0.65,0.4,0.68,0.25,0.55
gwanted.csv,0.59,0.47,0.61,0.59,0.53,0.33,0.39,0.67,0.46,0.29,0.63,0.29,0.61
ivatamasks.csv,0.21,0.75,0.77,0.54,0.33,0.58,0.35,0.69,0.6,0.17,0.61,0.09,0.73
ivataopenportal.csv,0.41,0.59,0.41,0.2,0.0,0.73,0.35,0.48,0.66,0.3,0.54,0.0,0.0
jaxen.csv,0.5,0.39,0.98,0.55,0.23,0.36,0.49,0.57,0.63,0.67,0.58,0.37,0.54
rockbox.csv,0.84,0.41,0.81,0.55,0.53,0.2,0.33,0.52,0.43,0.42,0.48,0.54,0.75
rodin-b-sharp.csv,0.67,0.37,0.0,0.0,0.43,0.17,0.83,0.51,0.45,0.43,0.31,0.56,0.19
tcl.csv,0.44,0.09,0.24,0.71,0.37,0.05,0.6,0.52,0.23,0.4,0.31,0.36,0.29
umber.csv,0.82,0.72,0.64,0.09,0.54,0.49,0.42,0.38,0.56,0.4,0.47,0.39,0.53
wheat.csv,0.54,0.48,0.23,0.0,0.52,0.49,0.54,0.24,0.27,0.66,0.5,0.52,0.8
