,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.7,0.55,0.48,0.56,0.63,0.72,0.86,0.76,0.61,0.67,0.68,0.37,0.68
cuberok.csv,1.13,0.66,0.9,0.95,0.48,0.69,0.75,0.67,0.84,0.79,0.73,0.67,0.73
exist.csv,0.98,0.52,0.84,0.71,0.75,0.83,0.94,0.99,0.35,0.78,0.8,0.77,0.72
google-web-toolkit.csv,0.96,0.79,0.6,0.8,0.74,0.76,0.94,0.53,0.53,0.72,0.49,0.8,0.6
gwanted.csv,0.57,0.61,0.54,0.57,0.59,0.74,0.7,0.41,0.6,0.76,0.63,0.77,0.46
ivatamasks.csv,0.95,0.4,0.6,0.66,0.91,0.76,0.94,0.63,0.75,0.96,0.66,0.98,0.63
ivataopenportal.csv,0.88,0.75,0.88,0.96,1.0,0.39,0.91,0.84,0.71,0.92,0.79,1.0,1.0
jaxen.csv,0.82,0.73,0.11,0.8,0.95,0.9,0.83,0.78,0.65,0.49,0.74,0.92,0.64
rockbox.csv,0.23,0.71,0.26,0.61,0.61,0.84,0.79,0.64,0.66,0.71,0.64,0.56,0.34
rodin-b-sharp.csv,0.38,0.83,1.0,1.0,0.76,0.87,0.23,0.74,0.64,0.67,0.79,0.71,0.86
tcl.csv,0.87,0.98,0.8,0.45,0.93,0.99,0.71,0.81,0.84,0.81,0.78,0.78,0.86
umber.csv,0.21,0.64,0.68,0.98,0.78,0.66,0.87,0.9,0.78,0.88,0.84,0.88,0.81
wheat.csv,0.72,0.64,0.94,1.0,0.64,0.66,0.71,0.88,0.93,0.44,0.78,0.63,0.38
