,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.18,0.1,0.0,0.22,0.2,0.4,0.0,0.27,0.15,0.24,0.96,0.0,0.06,0.09,0.37,0.24,0.29,0.08,0.0,0.16
badtrinity-zero.csv,0.24,0.66,0.43,0.97,0.44,0.33,0.24,0.48,0.75,0.54,0.16,0.37,0.09,0.76,0.67,0.65,0.59,0.42,0.07,0.52
boost.csv,0.44,0.49,0.36,0.49,0.54,0.4,0.27,0.56,0.86,0.56,0.15,0.97,0.11,0.56,0.63,0.58,0.51,0.81,0.16,0.53
critterding.csv,0.17,0.99,0.45,0.53,0.46,0.47,0.33,0.46,0.85,0.26,0.09,0.37,0.15,0.55,0.64,0.58,0.54,0.34,0.12,0.41
enzo.csv,0.58,0.59,0.43,0.65,0.71,0.55,0.36,0.54,0.79,0.5,0.17,0.52,0.11,0.81,0.56,0.81,0.57,0.99,0.17,0.56
etics.csv,0.48,0.39,0.96,0.4,0.47,0.45,0.23,0.37,0.51,0.4,0.11,0.35,0.11,0.5,0.43,0.59,0.19,0.85,0.18,0.29
fmri-dmt.csv,0.24,0.0,0.0,0.22,0.25,0.23,0.0,0.23,0.03,0.16,0.16,0.18,0.12,0.06,0.16,0.29,0.12,0.18,0.8,0.15
genecys.csv,0.58,0.54,0.42,0.6,0.76,0.48,0.3,0.57,0.99,0.55,0.13,0.55,0.1,0.76,0.6,0.72,0.48,0.87,0.12,0.51
gusanos.csv,0.52,0.59,0.45,0.59,0.67,0.5,0.35,0.51,0.7,0.46,0.17,0.5,0.12,0.99,0.41,0.61,0.61,0.69,0.14,0.55
kftpgrabber.csv,0.54,0.58,0.33,0.34,0.45,0.47,0.38,0.37,0.64,0.3,0.19,0.41,0.08,0.65,0.48,0.58,0.98,0.37,0.15,0.3
kvs.csv,0.28,0.51,0.42,0.29,0.13,0.45,0.97,0.22,0.18,0.25,0.04,0.27,0.14,0.5,0.43,0.35,0.42,0.51,0.1,0.34
mcore3d.csv,0.55,0.49,0.27,0.56,1.0,0.49,0.43,0.49,0.9,0.42,0.16,0.52,0.13,0.71,0.46,0.68,0.57,0.87,0.16,0.57
modplug.csv,0.58,0.6,0.41,0.6,0.7,0.51,0.43,0.58,0.88,0.51,0.14,0.5,0.12,0.78,0.62,0.99,0.52,0.81,0.11,0.59
monetdb.csv,0.44,0.51,0.41,0.53,0.42,0.41,0.25,0.38,0.78,1.0,0.11,0.37,0.04,0.53,0.56,0.62,0.52,0.46,0.08,0.38
ogrehg.csv,0.33,0.32,0.61,0.53,0.47,0.56,0.11,0.99,0.75,0.57,0.12,0.45,0.14,0.38,0.67,0.52,0.55,0.74,0.27,0.44
passwordsafe.csv,0.4,0.46,0.22,0.54,0.47,0.57,0.22,0.52,0.71,0.53,0.22,0.36,0.11,0.6,0.63,0.61,0.56,0.44,0.16,0.99
projecteqemu.csv,0.39,0.4,0.48,0.49,0.56,0.42,0.14,0.47,0.68,0.53,0.17,0.37,0.17,0.37,0.96,0.51,0.59,0.37,0.17,0.53
quarkplayer.csv,0.26,0.1,0.15,0.24,0.17,0.29,0.07,0.21,0.03,0.48,0.07,0.04,1.0,0.22,0.44,0.44,0.06,0.18,0.0,0.27
reactos-mirror.csv,0.98,0.65,0.4,0.63,0.69,0.4,0.31,0.51,0.82,0.41,0.14,0.5,0.16,0.72,0.65,0.78,0.57,0.55,0.14,0.53
xbplayer.csv,0.42,0.46,0.45,0.37,0.32,0.99,0.0,0.44,0.46,0.28,0.22,0.36,0.08,0.49,0.48,0.45,0.61,0.09,0.19,0.35
