,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.66,0.5,0.26,0.1,0.19,0.29,0.6,0.32,0.01,0.5,0.33,0.29,0.66,0.65,0.59,0.59,0.57
amygdala.csv,0.72,0.07,0.22,0.42,0.1,0.35,0.5,0.29,0.0,0.43,0.25,0.72,0.3,0.5,0.55,0.58,0.0
awemud.csv,0.77,0.78,0.29,0.26,0.73,0.16,0.56,0.33,0.01,0.0,0.22,0.67,0.14,0.6,0.59,0.46,0.51
bullet.csv,0.67,0.61,0.24,0.55,0.39,0.81,0.49,0.2,0.02,0.0,0.14,0.7,0.48,0.29,0.31,0.47,0.53
customwars.csv,0.67,0.59,0.16,0.23,0.48,0.63,0.52,0.22,0.01,0.38,0.25,0.41,0.62,0.66,0.6,0.38,0.63
dvd-create.csv,0.65,0.75,0.29,0.22,0.86,0.75,0.51,0.33,0.01,0.32,0.26,0.68,0.27,0.74,0.56,0.53,0.55
gbif-indexingtoolkit.csv,0.8,0.43,0.24,0.37,0.73,0.51,0.34,0.47,0.0,0.0,0.24,0.62,0.48,0.43,0.55,0.68,0.51
go.csv,0.76,0.79,0.39,0.22,0.5,0.7,0.61,0.22,0.01,0.15,0.25,0.66,0.59,0.75,0.57,0.8,0.59
growl-for-windows.csv,0.79,0.0,0.3,0.0,0.15,0.09,0.55,0.34,0.0,0.0,0.27,0.69,0.0,0.55,0.48,0.8,0.37
kwave.csv,0.78,0.78,0.46,0.31,0.85,0.68,0.57,0.3,0.01,0.0,0.25,0.6,0.46,0.71,0.62,0.63,0.62
libarchive.csv,0.8,0.81,0.26,0.26,0.47,0.83,0.55,0.34,0.01,0.0,0.27,0.62,0.51,0.7,0.58,0.8,0.61
linux-ntfs.csv,0.71,0.63,0.26,0.58,0.81,0.77,0.39,0.31,0.01,0.3,0.25,0.59,0.51,0.62,0.63,0.55,0.57
lsb.csv,0.74,0.61,0.27,0.73,0.87,0.72,0.45,0.3,0.02,0.0,0.27,0.59,0.63,0.57,0.59,0.72,0.58
mpgravity.csv,0.83,0.74,0.28,0.36,0.82,0.8,0.51,0.32,0.0,0.69,0.26,0.7,0.0,0.78,0.63,0.76,0.61
qcad2.csv,0.66,0.55,0.31,0.32,0.57,0.52,0.64,0.3,0.01,0.56,0.29,0.31,0.61,0.6,0.59,0.68,0.66
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.27,0.05,0.21,0.19,0.14,0.2,0.54,0.44,0.1,0.0
roller.csv,0.79,0.8,0.42,0.38,0.85,0.75,0.51,0.31,0.0,0.33,0.29,0.57,0.46,0.78,0.56,0.8,0.59
