,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.57,0.39,0.23,0.09,0.13,0.21,0.74,0.56,0.91,0.47,0.51,0.21,0.77,0.59,0.61,0.49,0.56
amygdala.csv,0.62,0.05,0.34,0.34,0.06,0.26,0.5,0.57,0.2,0.68,0.49,0.72,0.26,0.46,0.53,0.47,0.0
awemud.csv,0.69,0.74,0.35,0.41,0.58,0.11,0.7,0.56,0.38,0.0,0.49,0.66,0.12,0.56,0.59,0.39,0.47
bullet.csv,0.58,0.54,0.42,0.65,0.3,0.73,0.56,0.31,0.38,0.0,0.27,0.71,0.65,0.26,0.27,0.41,0.56
customwars.csv,0.58,0.52,0.22,0.16,0.38,0.53,0.65,0.39,0.88,0.46,0.44,0.38,0.78,0.62,0.62,0.31,0.7
dvd-create.csv,0.55,0.67,0.46,0.2,0.8,0.66,0.47,0.62,0.61,0.29,0.37,0.67,0.39,0.59,0.49,0.4,0.6
gbif-indexingtoolkit.csv,0.65,0.37,0.4,0.17,0.55,0.4,0.45,0.66,0.41,0.0,0.54,0.6,0.66,0.37,0.55,0.5,0.43
go.csv,0.64,0.74,0.53,0.36,0.39,0.6,0.76,0.45,0.74,0.1,0.32,0.64,0.77,0.72,0.52,0.74,0.65
growl-for-windows.csv,0.72,0.0,0.42,0.0,0.1,0.05,0.68,0.58,0.0,0.0,0.09,0.62,0.0,0.48,0.42,0.74,0.26
kwave.csv,0.68,0.51,0.59,0.48,0.65,0.57,0.71,0.48,0.61,0.0,0.45,0.58,0.46,0.56,0.64,0.46,0.68
libarchive.csv,0.64,0.67,0.35,0.41,0.36,0.62,0.57,0.49,0.6,0.0,0.21,0.6,0.68,0.48,0.41,0.56,0.64
linux-ntfs.csv,0.63,0.56,0.42,0.71,0.67,0.66,0.45,0.55,0.2,0.51,0.52,0.59,0.68,0.55,0.66,0.21,0.6
lsb.csv,0.66,0.53,0.37,0.73,0.49,0.61,0.45,0.4,0.82,0.0,0.33,0.5,0.6,0.52,0.61,0.64,0.61
mpgravity.csv,0.49,0.69,0.47,0.36,0.63,0.63,0.24,0.3,0.0,0.83,0.0,0.33,0.0,0.58,0.35,0.0,0.48
qcad2.csv,0.58,0.46,0.29,0.49,0.46,0.43,0.76,0.58,0.87,0.47,0.6,0.28,0.66,0.56,0.59,0.61,0.73
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.1,0.17,0.46,0.39,0.07,0.0
roller.csv,0.67,0.52,0.65,0.05,0.0,0.33,0.54,0.55,0.3,0.37,0.53,0.54,0.4,0.75,0.13,0.38,0.05
