,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.41,0.43,0.51,0.45,0.5,0.47,0.53,0.42,0.49,0.53,0.42,0.38,0.54,0.41,0.63,0.57,0.67,0.37
decidr.csv,0.51,0.33,0.39,0.39,0.53,0.43,0.38,0.39,0.42,0.41,0.42,0.31,0.41,0.4,0.43,0.3,0.37,0.34
elmo.csv,0.98,0.57,0.88,0.97,0.86,0.59,0.76,0.9,0.98,0.91,0.77,0.5,0.92,0.5,0.98,0.82,0.56,0.97
gpac.csv,0.51,0.48,0.5,0.97,0.61,0.57,0.65,0.43,0.98,0.89,0.41,0.52,0.43,0.43,0.82,0.86,0.62,0.36
illumination.csv,0.0,0.54,0.95,0.97,0.53,0.0,0.53,0.38,0.0,0.49,0.95,0.0,0.0,0.56,0.66,0.31,0.62,0.0
img-browse-sort.csv,0.42,0.39,0.53,0.43,0.51,0.43,0.46,0.38,0.53,0.51,0.38,0.39,0.54,0.43,0.59,0.58,0.45,0.37
jajuk.csv,0.35,0.34,0.38,0.37,0.38,0.34,0.38,0.31,0.41,0.38,0.35,0.31,0.37,0.39,0.39,0.42,0.37,0.31
ktc.csv,0.42,0.4,0.42,0.41,0.49,0.41,0.89,0.32,0.54,0.56,0.47,0.42,0.44,0.48,0.48,0.31,0.5,0.36
miranda.csv,0.5,0.0,0.49,0.94,0.67,0.67,0.91,0.4,0.97,0.47,0.74,0.92,0.44,0.67,0.49,0.0,0.76,0.38
neoengine.csv,0.56,0.5,0.5,0.4,0.49,0.39,0.5,0.39,0.68,0.52,0.39,0.33,0.37,0.45,0.44,0.38,0.4,0.35
nicepress.csv,0.48,0.45,0.44,0.43,0.49,0.52,0.63,0.39,0.48,0.5,0.4,0.35,0.44,0.59,0.78,0.39,0.74,0.33
omseek.csv,0.72,0.5,0.94,0.59,0.92,0.56,0.0,0.56,0.97,0.83,0.76,0.75,0.96,0.53,0.68,0.39,0.88,0.66
rosegarden.csv,0.4,0.55,0.48,0.42,0.6,0.44,0.89,0.45,0.53,0.62,0.41,0.46,0.57,0.86,0.54,0.37,0.86,0.36
smarttag.csv,0.44,0.4,0.45,0.51,0.43,0.5,0.47,0.64,0.58,0.5,0.55,0.65,0.56,0.45,0.48,0.45,0.47,0.41
sylpheed-claws.csv,0.36,0.49,0.39,0.37,0.49,0.4,0.35,0.41,0.4,0.42,0.35,0.35,0.45,0.38,0.43,0.29,0.33,0.34
vapor.csv,0.0,0.5,0.41,0.38,0.5,0.58,0.38,0.35,0.0,0.42,0.36,0.0,0.0,0.4,0.4,0.29,0.34,0.0
zorannt.csv,0.57,0.39,0.96,0.48,0.46,0.53,0.37,0.96,0.94,0.81,0.63,0.42,0.39,0.56,0.59,0.6,0.43,0.37
zscreen.csv,0.4,0.83,0.52,0.42,0.53,0.42,0.46,0.96,0.53,0.49,0.47,0.89,0.96,0.61,0.5,0.33,0.39,0.35
