,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,10.0,0.0,13.0,0.0,0.0,10.0,0.0,2.0,14.0,60.0,2.0,2.0,63.0,0.0
calcubetimer.csv,4.0,0.0,5.0,0.0,0.0,51.0,0.0,1.0,0.0,124.0,0.0,1.0,0.0,0.0
chaosrts.csv,4.0,2.0,7.0,25.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
chaperon.csv,9.0,1.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0
dxengine.csv,6.0,2.0,1.0,0.0,67.0,20.0,0.0,4.0,0.0,46.0,2.0,1.0,0.0,1.0
emono.csv,8.0,5.0,2.0,25.0,0.0,13.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,0.0
factor.csv,1.0,10.0,2.0,15.0,0.0,51.0,0.0,147.0,2.0,124.0,1.0,157.0,0.0,0.0
jas.csv,13.0,5.0,5.0,0.0,3.0,18.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0
jmoney.csv,0.0,3.0,0.0,37.0,4.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
jmonkeyengine.csv,18.0,5.0,4.0,0.0,0.0,22.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,0.0
matrex.csv,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0
primefaces.csv,13.0,8.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
roolo.csv,14.0,0.0,7.0,26.0,0.0,18.0,0.0,1.0,0.0,10.0,2.0,2.0,8.0,0.0
sblim.csv,4.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,124.0,0.0,0.0,3.0,0.0
