,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.32,0.38,0.2,0.16,0.35,0.1,0.86,0.44,0.05,0.12,0.53,0.82,0.0,0.31
calcubetimer.csv,0.53,0.23,0.48,0.4,0.42,0.0,0.92,0.16,0.31,0.0,0.45,0.4,0.31,0.79
chaosrts.csv,0.21,0.27,0.31,0.14,0.42,0.08,0.6,0.2,0.42,0.09,0.35,0.86,0.08,0.63
chaperon.csv,0.39,0.19,0.55,0.19,0.4,0.62,0.47,0.03,0.51,0.18,0.24,0.25,0.33,0.6
dxengine.csv,0.4,0.2,0.62,0.4,0.0,0.15,0.42,0.53,0.27,0.03,0.59,0.39,0.84,0.4
emono.csv,0.26,0.34,0.35,0.22,0.39,0.23,0.89,0.56,0.51,0.12,0.64,0.83,0.74,0.77
factor.csv,0.09,0.32,0.21,0.13,0.19,0.0,0.85,0.0,0.24,0.0,0.24,0.0,0.91,0.12
jas.csv,0.2,0.2,0.56,0.42,0.41,0.13,0.36,0.25,0.44,0.52,0.41,0.39,0.82,0.52
jmoney.csv,0.8,0.28,0.65,0.34,0.41,0.22,0.6,0.31,0.39,0.05,0.22,0.62,0.34,0.61
jmonkeyengine.csv,0.27,0.29,0.52,0.37,0.5,0.12,0.29,0.4,0.44,0.08,0.78,0.8,0.82,0.71
matrex.csv,0.65,0.31,0.44,0.56,0.08,0.33,0.42,0.83,0.24,0.3,0.1,0.65,0.46,0.29
primefaces.csv,0.54,0.32,0.51,0.37,0.44,0.16,0.88,0.73,0.45,0.09,0.81,0.93,0.75,0.79
roolo.csv,0.36,0.4,0.48,0.22,0.41,0.17,0.78,0.56,0.73,0.13,0.65,0.89,0.33,0.69
sblim.csv,0.61,0.27,0.52,0.63,0.32,0.24,0.25,0.58,0.24,0.0,0.58,0.38,0.12,0.77
