,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.35,0.52,0.57,0.57,0.4
jchassis.csv,0.0,0.0,0.88,0.0,0.0
panda3d.csv,0.71,0.63,0.81,0.61,0.53
scenemonitor.csv,0.48,0.8,0.0,0.71,0.92
xcf.csv,0.8,0.51,0.47,0.42,0.43
