,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.35,0.31,0.03,0.45,0.71
jchassis.csv,0.0,0.0,0.25,0.0,0.0
panda3d.csv,0.57,0.43,0.06,0.36,0.53
scenemonitor.csv,0.67,0.2,0.0,0.57,0.5
xcf.csv,0.6,0.34,0.02,0.72,0.59
