,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.15,0.97,0.29,0.46,0.15
n2cms.csv,0.97,0.44,0.32,0.44,0.55
nassp.csv,0.2,0.37,0.17,0.96,0.05
nug.csv,0.34,0.32,1.0,0.28,0.39
oorexx.csv,0.41,0.43,0.36,0.57,0.96
