,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.0,0.02,0.19,0.17,0.04
n2cms.csv,0.0,0.12,0.39,0.28,0.48
nassp.csv,0.09,0.13,0.11,0.0,0.0
nug.csv,0.47,0.03,0.0,0.28,0.2
oorexx.csv,0.45,0.38,0.67,0.39,0.0
