,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.92,0.02,0.79,0.53,0.92
n2cms.csv,0.06,0.58,0.75,0.5,0.69
nassp.csv,0.88,0.66,0.89,0.08,0.97
nug.csv,0.8,0.79,0.0,0.72,0.75
oorexx.csv,0.72,0.48,0.82,0.39,0.08
