,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.1,1.0,0.28,0.54,0.1
n2cms.csv,0.95,0.48,0.38,0.6,0.5
nassp.csv,0.15,0.41,0.15,0.93,0.04
nug.csv,0.38,0.25,1.0,0.37,0.32
oorexx.csv,0.46,0.69,0.47,0.89,0.93
