,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.13,0.97,0.12,0.0
k3b.csv,0.63,0.68,0.52,0.72,0.98
myfaces.csv,0.5,0.53,0.45,0.97,0.35
robocode.csv,0.93,0.57,0.53,0.49,0.4
zildo.csv,0.52,0.98,0.15,0.59,0.61
