,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.86,0.5,0.96,0.0
k3b.csv,0.44,0.38,0.35,0.42,0.44
myfaces.csv,0.62,0.55,0.68,0.98,0.67
robocode.csv,0.52,0.52,0.61,0.57,0.52
zildo.csv,0.44,0.45,0.77,0.48,0.41
