,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.71,1.0,0.22,0.0
k3b.csv,0.5,0.58,0.57,0.2,1.0
myfaces.csv,0.41,0.49,0.58,1.0,0.75
robocode.csv,1.0,0.57,0.68,0.19,0.78
zildo.csv,0.61,0.98,0.32,0.18,0.75
