,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.12,0.32,0.39,0.5,0.41,0.46,0.64,0.51,0.13,0.48,0.47
bscwweasel.csv,0.02,0.17,0.55,0.63,0.66,0.46,0.41,0.47,0.4,0.61,0.65
capcode.csv,0.04,0.33,0.35,0.53,0.54,0.61,0.52,0.37,0.78,0.45,0.58
lamp.csv,0.07,0.6,0.29,0.56,0.33,0.54,0.0,0.56,0.58,0.67,0.66
nodal.csv,0.02,0.25,0.48,0.49,0.53,0.6,0.06,0.19,0.65,0.67,0.44
pydev.csv,0.42,0.54,0.41,0.6,0.74,0.61,0.32,0.5,0.53,0.68,0.44
retromenu.csv,0.6,0.6,0.54,0.24,0.73,0.52,0.2,0.19,0.34,0.1,0.13
smbopensoft.csv,0.8,0.13,0.38,0.48,0.35,0.2,0.6,0.27,0.39,0.41,0.59
stuproa-cims.csv,0.0,0.09,0.39,0.29,0.65,0.0,0.02,0.6,0.39,0.47,0.71
thout.csv,0.31,0.43,0.64,0.4,0.74,0.69,0.42,0.5,0.34,0.53,0.65
uface.csv,0.0,0.0,0.39,0.75,0.65,0.62,0.0,0.58,0.56,0.5,0.94
