,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.68,0.19,0.56,0.28,0.35,0.56,0.96,0.42,0.12,0.48,0.35,0.79
gamestone.csv,0.26,1.0,0.4,0.28,0.29,0.22,0.13,0.36,0.09,0.21,0.33,0.22
gbif-providertoolkit.csv,0.48,0.0,0.27,0.36,0.96,0.45,0.05,0.36,0.12,0.31,0.22,0.44
heekscad.csv,0.97,0.35,0.68,0.49,0.37,0.46,0.55,0.47,0.13,0.36,0.4,0.72
igarden.csv,0.3,0.25,0.35,0.97,0.1,0.35,0.31,0.26,0.06,0.1,0.44,0.15
levent.csv,0.72,0.2,0.67,0.51,0.3,1.0,0.5,0.24,0.04,0.43,0.45,0.61
lportal.csv,0.27,0.25,0.48,0.24,0.09,0.6,0.38,0.2,0.89,0.48,0.29,0.69
openmsx.csv,0.74,0.24,0.44,0.52,0.4,0.61,0.38,0.25,0.07,0.95,0.23,0.65
owlapi.csv,0.41,0.14,0.47,0.35,0.21,0.37,0.28,1.0,0.08,0.44,0.0,0.38
pnotepad.csv,0.82,0.35,0.67,0.48,0.31,0.6,0.53,0.27,0.09,0.49,0.33,0.99
quark.csv,0.46,0.0,0.49,0.2,0.3,0.0,0.0,0.12,0.13,0.14,0.92,0.29
xcsoar.csv,0.66,0.18,0.95,0.41,0.36,0.55,0.37,0.34,0.11,0.4,0.33,0.52
