,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.65,0.25,0.61,0.32,0.86,0.47,0.97,0.8,0.7,0.58,0.77,0.71
gamestone.csv,0.16,1.0,0.29,0.23,0.36,0.12,0.08,0.4,0.17,0.15,0.46,0.12
gbif-providertoolkit.csv,0.34,0.0,0.16,0.26,0.93,0.31,0.03,0.36,0.39,0.22,0.15,0.29
heekscad.csv,0.96,0.5,0.68,0.68,0.64,0.35,0.55,0.8,0.78,0.4,0.92,0.6
igarden.csv,0.18,0.25,0.21,0.94,0.07,0.22,0.21,0.2,0.14,0.06,0.46,0.08
levent.csv,0.66,0.38,0.8,0.81,0.71,1.0,0.63,0.44,0.16,0.45,0.54,0.48
lportal.csv,0.21,0.62,0.5,0.29,0.14,0.57,0.55,0.56,0.82,0.63,0.62,0.62
openmsx.csv,0.84,0.88,0.5,0.84,0.5,0.55,0.5,0.72,0.68,0.95,0.46,0.56
owlapi.csv,0.29,0.25,0.39,0.29,0.21,0.27,0.26,1.0,0.43,0.4,0.0,0.25
pnotepad.csv,0.91,0.75,0.93,0.9,0.93,0.53,0.79,0.68,0.95,0.69,1.0,0.98
quark.csv,0.31,0.0,0.34,0.13,0.21,0.0,0.0,0.08,0.14,0.08,0.92,0.17
xcsoar.csv,0.56,0.38,0.95,0.48,0.5,0.41,0.42,0.48,0.61,0.34,0.85,0.38
