,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.43,0.21,0.45,0.42,0.64,0.43,0.03,0.39,0.44,0.6,0.65,0.4
gamestone.csv,0.09,0.0,0.11,0.17,0.22,0.0,0.08,0.16,0.11,0.21,0.33,0.0
gbif-providertoolkit.csv,0.13,0.08,0.03,0.08,0.0,0.09,0.0,0.12,0.21,0.13,0.06,0.2
heekscad.csv,0.04,0.21,0.24,0.46,0.37,0.35,0.24,0.31,0.46,0.59,0.67,0.4
igarden.csv,0.04,0.12,0.01,0.0,0.09,0.13,0.07,0.07,0.15,0.09,0.15,0.0
levent.csv,0.28,0.37,0.46,0.6,0.64,0.0,0.46,0.44,0.35,0.44,0.21,0.4
lportal.csv,0.55,0.52,0.46,0.49,0.46,0.7,0.7,0.77,0.0,0.69,0.67,0.9
openmsx.csv,0.7,0.83,0.59,0.6,0.21,0.57,0.57,0.76,0.73,0.03,0.63,0.8
owlapi.csv,0.19,0.37,0.21,0.15,0.16,0.39,0.32,0.0,0.39,0.3,0.04,0.3
pnotepad.csv,0.49,0.38,0.68,0.81,0.85,0.48,0.62,0.63,0.83,0.77,1.0,0.0
quark.csv,0.06,0.0,0.03,0.07,0.04,0.0,0.0,0.05,0.04,0.01,0.02,0.0
xcsoar.csv,0.23,0.42,0.03,0.39,0.27,0.17,0.43,0.26,0.4,0.24,0.81,0.3
