,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.53,0.92,0.45,0.6,0.47,0.48,0.62,0.51,0.52,0.49,0.43,0.5
gamestone.csv,0.94,0.88,0.71,0.84,0.65,0.83,0.89,0.68,1.0,0.7,0.43,0.83
gbif-providertoolkit.csv,0.75,0.75,0.91,0.93,0.92,0.88,0.0,0.76,0.69,0.96,0.8,0.81
heekscad.csv,0.43,0.53,0.4,0.39,0.41,0.56,0.51,0.5,0.41,0.43,0.34,0.45
igarden.csv,0.94,0.88,0.92,0.72,0.86,0.93,0.92,0.93,1.0,0.92,0.86,0.75
levent.csv,0.44,0.55,0.41,0.37,0.38,0.51,0.45,0.54,0.62,0.53,0.61,0.52
lportal.csv,0.98,0.56,0.64,0.68,0.67,0.75,0.55,0.61,0.99,0.58,0.49,0.56
openmsx.csv,0.48,0.46,0.59,0.36,0.9,0.72,0.61,0.61,0.5,0.68,0.54,0.54
owlapi.csv,0.77,0.95,0.76,0.95,0.93,0.77,0.94,0.88,0.73,0.91,0.5,0.8
pnotepad.csv,0.41,0.5,0.36,0.3,0.36,0.41,0.34,0.51,0.37,0.4,0.34,0.4
quark.csv,0.59,0.0,0.81,0.89,0.83,0.0,0.0,0.88,0.99,0.83,0.85,0.88
xcsoar.csv,0.44,0.68,0.49,0.47,0.6,0.54,0.65,0.61,0.52,0.82,0.4,0.62
