,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.55,0.58,0.63,0.23,0.36,0.76
lazarus-ccr.csv,0.82,0.57,0.66,0.6,0.34,0.53
lcfizvtop.csv,0.46,0.69,0.51,0.6,0.74,0.48
migen.csv,0.48,0.7,0.07,0.17,0.49,0.59
mvnforum.csv,0.0,0.3,0.59,0.5,0.11,0.33
plplot.csv,0.57,0.52,0.7,0.65,0.21,0.63
