,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.75,0.44,0.45,0.8,0.65,0.49
lazarus-ccr.csv,0.54,0.41,0.37,0.73,0.51,0.44
lcfizvtop.csv,0.37,0.33,0.38,0.41,0.53,0.35
migen.csv,0.42,0.42,0.86,0.89,0.53,0.44
mvnforum.csv,0.0,0.94,0.67,0.7,0.89,0.86
plplot.csv,0.48,0.47,0.4,0.58,0.91,0.47
