,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.19,0.55,0.2,0.7,0.22,0.56,0.58,0.81,0.37,0.32,0.58,0.27,0.07,0.24,0.4,0.02
chipster.csv,0.0,0.31,0.57,0.51,0.48,0.7,0.7,0.57,0.7,0.1,0.5,0.22,0.23,0.37,0.78,0.0
delphilhlplib.csv,0.49,0.7,0.42,0.83,0.37,0.65,0.34,0.47,0.35,0.37,0.47,0.56,0.4,0.46,0.69,0.0
emite.csv,0.39,0.71,0.49,0.84,0.36,0.15,0.62,0.67,0.57,0.32,0.42,0.65,0.43,0.5,0.64,0.0
hydrate.csv,0.24,0.53,0.46,0.7,0.41,0.73,0.67,0.81,0.75,0.1,0.42,0.36,0.23,0.51,0.68,0.02
ivataopenportal.csv,0.45,0.89,0.56,0.87,0.72,0.79,0.84,0.9,0.7,0.41,0.68,0.57,0.52,0.5,0.68,0.02
jppf-project.csv,0.52,0.78,0.54,0.53,0.4,0.64,0.84,0.66,0.5,0.3,0.64,0.65,0.52,0.37,0.67,0.03
kolmafia.csv,0.46,0.89,0.55,0.56,0.68,0.77,0.92,0.89,0.73,0.37,0.75,0.62,0.85,0.49,0.77,0.02
l2j.csv,0.44,0.85,0.51,0.85,0.36,0.62,0.72,0.76,0.6,0.37,0.55,0.54,0.78,0.42,0.43,0.0
mb-unit.csv,0.54,0.78,0.6,0.77,0.68,0.78,0.95,0.9,0.71,0.23,0.5,0.33,0.83,0.55,0.74,0.02
opde.csv,0.58,0.8,0.52,0.83,0.48,0.47,0.68,0.69,0.71,0.32,0.51,0.47,0.48,0.51,0.8,0.0
pamguard.csv,0.3,0.57,0.48,0.86,0.52,0.73,0.55,0.78,0.54,0.32,0.68,0.43,0.44,0.43,0.4,0.03
quark.csv,0.19,0.22,0.15,0.26,0.07,0.13,0.0,0.1,0.04,0.61,0.16,0.38,0.2,0.29,0.11,0.0
stajistics.csv,0.43,0.61,0.61,0.83,0.46,0.77,0.91,0.93,0.71,0.19,0.58,0.35,0.58,0.49,0.78,0.02
tigermud.csv,0.3,0.47,0.4,0.26,0.68,0.38,0.6,0.42,0.64,0.14,0.72,0.45,0.23,0.47,0.79,0.03
