,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.65,0.93,0.65,0.47,0.65,0.5,0.42,0.47,0.58,0.41,0.45,0.66,0.69,0.47,0.39,0.63,0.5,0.57
bscwweasel.csv,0.47,0.75,0.38,0.87,0.65,0.39,0.54,0.45,0.55,0.6,0.48,0.85,0.97,0.37,0.78,0.79,0.82,0.62
capcode.csv,0.55,0.75,0.34,0.92,0.52,0.55,0.61,0.42,0.79,0.33,0.46,0.36,0.57,0.53,0.54,0.76,0.47,0.61
dspace-gsoc.csv,0.45,0.27,0.31,0.36,0.47,0.38,0.36,0.36,0.36,0.42,0.4,0.35,0.46,0.35,0.37,0.4,0.34,0.49
emite.csv,0.9,0.41,0.75,0.75,0.97,0.93,0.92,0.75,0.93,0.81,0.83,0.83,0.97,0.97,0.5,0.98,0.5,0.95
fbmanager.csv,0.57,0.55,0.62,0.44,0.89,0.46,0.38,0.98,0.91,0.78,0.42,0.46,0.65,0.59,0.67,0.92,0.43,0.63
freenet.csv,0.47,0.63,0.3,0.5,0.46,0.36,0.38,0.44,0.41,0.43,0.29,0.35,0.54,0.32,0.45,0.44,0.44,0.5
geogebra.csv,0.48,0.67,0.59,0.45,0.62,0.39,0.41,0.32,0.4,0.4,0.33,0.38,0.53,0.5,0.86,0.48,0.41,0.41
megameknet.csv,0.47,0.28,0.39,0.44,0.59,0.4,0.4,0.37,0.41,0.68,0.3,0.38,0.47,0.35,0.9,0.42,0.43,0.47
ondex.csv,0.58,0.5,0.69,0.82,0.63,0.62,0.67,0.48,0.59,0.46,0.56,0.38,0.84,0.7,0.75,0.76,0.46,0.51
onotoa.csv,0.54,0.94,0.93,0.86,0.5,0.56,0.86,0.74,0.49,0.45,0.61,0.42,0.78,0.77,0.89,0.98,0.55,0.57
paintown.csv,0.44,0.27,0.44,0.41,0.45,0.37,0.37,0.45,0.41,0.44,0.32,0.38,0.48,0.33,0.5,0.41,0.43,0.47
powerfolder.csv,0.54,0.35,0.88,0.41,0.47,0.38,0.51,0.72,0.67,0.44,0.67,0.94,0.58,0.96,0.8,0.68,0.38,0.9
retromenu.csv,0.0,0.94,0.83,0.5,0.83,0.38,0.47,0.48,0.44,0.83,0.0,0.8,0.85,0.88,0.93,0.55,0.47,0.54
smbopensoft.csv,0.54,0.41,0.34,0.95,0.67,0.46,0.7,0.41,0.53,0.36,0.34,0.38,0.58,0.37,0.41,0.53,0.44,0.54
triplea.csv,0.48,0.29,0.43,0.43,0.47,0.36,0.45,0.37,0.5,0.47,0.48,0.4,0.57,0.4,0.5,0.46,0.53,0.52
tweetsharp.csv,0.67,0.34,0.75,0.75,0.69,0.64,0.93,0.72,0.51,0.41,0.54,0.46,0.69,0.48,0.44,0.68,0.51,0.6
xamj.csv,0.45,0.67,0.75,0.38,0.53,0.35,0.42,0.34,0.46,0.38,0.43,0.4,0.49,0.83,0.63,0.49,0.33,0.51
