,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.73,0.91,0.81,0.75,0.52,0.72,0.8,0.74,0.58,0.84,0.67,0.41,0.77,0.61,0.83,0.72,0.66,0.7
bscwweasel.csv,0.54,0.97,0.57,0.76,0.4,0.55,0.64,0.59,0.81,0.86,0.83,0.24,0.67,0.84,0.86,0.58,0.76,0.59
capcode.csv,0.89,0.97,0.71,0.88,0.73,0.69,0.37,0.59,0.72,0.84,0.75,0.91,0.5,0.8,0.83,0.66,0.61,0.52
dspace-gsoc.csv,0.49,0.97,0.81,0.44,0.74,0.93,1.0,0.92,0.8,0.88,0.46,0.97,0.74,0.7,0.95,0.78,0.6,0.93
emite.csv,0.79,0.67,0.91,0.94,0.98,0.94,1.01,0.85,0.93,0.77,0.84,1.0,0.98,0.77,0.54,0.98,1.01,0.86
fbmanager.csv,0.6,0.59,0.7,0.39,0.76,0.5,0.61,0.8,0.91,0.82,0.75,0.44,0.54,0.76,0.97,0.89,0.66,0.6
freenet.csv,0.85,0.82,1.0,0.88,0.95,0.62,0.92,0.46,0.88,0.72,0.86,0.94,0.65,0.96,0.82,0.81,0.81,0.78
geogebra.csv,0.48,0.97,0.62,0.5,0.64,0.64,0.59,0.66,0.91,0.76,0.64,0.7,0.47,0.67,0.94,0.39,0.7,0.49
megameknet.csv,0.49,0.96,0.53,0.61,0.61,0.76,0.83,0.57,0.83,0.76,0.73,0.64,0.4,0.79,0.88,0.63,0.56,0.48
ondex.csv,0.6,0.98,0.7,0.74,0.73,0.77,0.64,0.55,0.78,0.64,0.79,0.99,0.63,0.53,0.8,0.6,0.55,0.66
onotoa.csv,0.75,0.9,0.71,0.86,0.99,0.93,0.67,0.76,0.79,0.58,0.79,1.16,0.67,0.74,0.78,0.88,0.6,0.94
paintown.csv,0.35,1.0,0.65,0.78,0.99,0.92,1.0,0.68,0.69,0.84,0.64,0.9,0.95,0.93,0.84,0.92,0.85,0.98
powerfolder.csv,0.58,0.81,0.82,0.57,0.7,0.52,0.94,0.74,0.79,0.71,0.69,0.09,0.74,0.77,0.94,0.68,0.49,0.73
retromenu.csv,1.0,0.86,0.88,0.63,0.76,0.28,0.85,0.63,0.7,0.93,1.0,0.8,0.65,0.6,0.73,0.53,0.74,0.59
smbopensoft.csv,0.96,0.3,0.88,0.92,0.75,0.83,0.9,0.89,0.67,0.74,0.7,0.82,0.67,0.84,0.68,0.76,0.95,0.66
triplea.csv,0.52,0.83,0.44,0.49,0.9,0.87,0.81,0.87,0.6,0.64,0.62,0.79,0.53,0.59,0.78,0.51,0.91,0.78
tweetsharp.csv,0.82,0.92,1.0,0.91,0.76,0.83,0.77,0.91,0.72,0.92,0.71,1.08,0.91,0.77,0.84,0.89,0.41,0.91
xamj.csv,0.53,0.66,0.77,0.57,0.63,0.74,0.79,0.88,0.71,0.8,0.56,0.55,0.85,0.87,0.8,0.55,0.77,0.39
