,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,6.0,5.0,0.0,1.0,3.0,12.0,13.0,3.0,2.0,0.0,2.0,35.0,3.0,0.0,2.0,10.0,0.0,0.0
bscwweasel.csv,2.0,1.0,0.0,0.0,4.0,8.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,14.0,5.0,2.0,0.0,6.0
capcode.csv,3.0,1.0,0.0,0.0,34.0,11.0,2.0,1.0,2.0,0.0,1.0,79.0,4.0,1.0,5.0,3.0,0.0,15.0
dspace-gsoc.csv,4.0,1.0,0.0,1.0,13.0,13.0,0.0,11.0,0.0,0.0,1.0,84.0,1.0,0.0,2.0,1.0,0.0,0.0
emite.csv,3.0,1.0,1.0,2.0,25.0,11.0,82.0,6.0,0.0,0.0,1.0,125.0,3.0,1.0,4.0,2.0,56.0,25.0
fbmanager.csv,0.0,2.0,0.0,1.0,6.0,4.0,6.0,0.0,3.0,0.0,1.0,24.0,0.0,14.0,1.0,1.0,0.0,0.0
freenet.csv,3.0,1.0,2.0,1.0,48.0,12.0,0.0,1.0,2.0,0.0,3.0,88.0,6.0,2.0,5.0,7.0,0.0,0.0
geogebra.csv,1.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,2.0,0.0,1.0,66.0,0.0,1.0,0.0,6.0,0.0,2.0
megameknet.csv,7.0,1.0,0.0,0.0,3.0,10.0,17.0,0.0,1.0,1.0,3.0,54.0,1.0,2.0,1.0,9.0,0.0,2.0
ondex.csv,6.0,0.0,0.0,0.0,35.0,2.0,7.0,2.0,0.0,0.0,0.0,78.0,7.0,0.0,3.0,0.0,0.0,0.0
onotoa.csv,11.0,4.0,1.0,0.0,49.0,13.0,0.0,1.0,1.0,0.0,1.0,90.0,4.0,2.0,1.0,0.0,0.0,0.0
paintown.csv,0.0,1.0,2.0,1.0,49.0,12.0,0.0,2.0,0.0,0.0,1.0,85.0,5.0,2.0,3.0,9.0,0.0,0.0
powerfolder.csv,2.0,1.0,1.0,0.0,20.0,2.0,13.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0
retromenu.csv,140.0,0.0,2.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0
smbopensoft.csv,3.0,0.0,1.0,0.0,34.0,10.0,13.0,6.0,1.0,0.0,1.0,77.0,7.0,2.0,1.0,1.0,0.0,13.0
triplea.csv,1.0,1.0,1.0,0.0,45.0,11.0,0.0,1.0,0.0,0.0,1.0,68.0,2.0,1.0,3.0,0.0,1.0,0.0
tweetsharp.csv,3.0,8.0,2.0,0.0,44.0,9.0,0.0,2.0,2.0,0.0,0.0,77.0,3.0,1.0,2.0,7.0,0.0,33.0
xamj.csv,4.0,4.0,0.0,0.0,19.0,10.0,0.0,2.0,0.0,0.0,0.0,41.0,4.0,4.0,3.0,2.0,1.0,1.0
