,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.43,0.09,0.28,0.53,0.55,0.48,0.5,0.65,0.65,0.62,0.58,0.8,0.42,0.61,0.94,0.44,0.48,0.6
bscwweasel.csv,0.6,0.03,0.69,0.26,0.65,0.62,0.42,0.53,0.47,0.3,0.36,0.8,0.33,0.52,0.19,0.43,0.24,0.46
capcode.csv,0.63,0.03,0.75,0.15,0.85,0.38,0.75,0.6,0.37,0.62,0.42,0.6,0.67,0.39,0.42,0.38,0.71,0.59
dspace-gsoc.csv,0.59,1.0,0.72,0.74,0.55,0.81,1.0,0.83,0.8,0.66,0.67,0.6,0.74,0.79,0.97,0.84,0.55,0.86
emite.csv,0.24,0.64,0.09,0.06,0.05,0.1,0.0,0.34,0.08,0.3,0.28,0.0,0.03,0.24,0.61,0.03,0.0,0.23
fbmanager.csv,0.41,0.48,0.31,0.65,0.25,0.57,0.58,0.2,0.12,0.2,0.42,0.8,0.46,0.3,0.03,0.11,0.43,0.41
freenet.csv,0.87,0.33,0.91,0.85,1.0,0.86,1.0,0.74,0.91,0.65,0.81,1.0,0.86,0.91,0.68,0.9,0.9,0.87
geogebra.csv,0.63,0.03,0.41,0.62,0.4,0.71,0.58,0.76,0.73,0.49,0.64,0.6,0.55,0.45,0.06,0.67,0.48,0.76
megameknet.csv,0.57,0.93,0.62,0.97,0.45,0.9,0.83,0.7,0.68,0.28,0.75,1.0,0.71,0.58,0.13,0.84,0.55,0.7
ondex.csv,0.47,0.02,0.31,0.26,0.6,0.33,0.42,0.56,0.36,0.53,0.31,0.4,0.38,0.55,0.29,0.42,0.52,0.8
onotoa.csv,0.68,0.1,0.31,0.15,0.65,0.38,0.42,0.37,0.57,0.7,0.31,0.2,0.39,0.36,0.26,0.14,0.55,0.63
paintown.csv,0.71,0.99,0.69,0.94,1.0,0.9,0.92,0.77,0.54,0.77,0.89,1.0,0.99,0.94,0.68,0.92,0.57,0.99
powerfolder.csv,0.44,0.72,0.19,0.59,0.55,0.9,0.25,0.29,0.26,0.5,0.33,1.0,0.58,0.24,0.06,0.38,0.52,0.28
retromenu.csv,0.0,0.14,0.12,0.38,0.25,0.81,0.25,0.39,0.39,0.07,0.0,0.2,0.35,0.42,0.29,0.52,0.31,0.43
smbopensoft.csv,0.68,0.79,0.81,0.18,0.5,0.62,0.17,0.78,0.69,0.72,0.86,0.8,0.61,0.82,0.81,0.57,0.81,0.59
triplea.csv,0.57,0.94,0.72,0.59,0.95,0.95,0.58,0.85,0.51,0.69,0.5,1.0,0.57,0.82,0.61,0.69,0.26,0.82
tweetsharp.csv,0.46,0.63,0.22,0.09,0.55,0.38,0.25,0.34,0.72,0.7,0.47,0.2,0.42,0.55,0.68,0.35,0.76,0.56
xamj.csv,0.65,0.36,0.25,0.71,0.7,0.9,0.75,0.93,0.48,0.72,0.58,1.0,0.94,0.15,0.42,0.52,0.62,0.68
