,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.76,0.44,0.94,0.31,0.48,0.82,0.85,0.51,0.4,0.08,0.49,0.66,0.45,0.51
encog-cs.csv,0.03,0.8,0.4,0.7,0.3,0.5,0.7,0.59,0.49,0.23,0.09,0.32,0.33,0.4,0.2
extprosys.csv,0.0,0.57,0.32,0.81,0.41,0.41,0.33,0.5,0.18,0.25,0.04,0.48,0.71,0.42,0.41
ibatisdb.csv,0.0,0.18,0.22,0.17,0.4,0.33,0.27,0.27,0.42,0.32,0.1,0.08,0.09,0.66,0.52
intact.csv,0.0,0.69,0.09,0.62,0.28,0.45,0.05,0.19,0.27,0.32,0.06,0.21,0.4,0.15,0.1
japano.csv,0.0,0.93,0.45,0.94,0.43,0.46,0.88,0.97,0.53,0.32,0.05,0.53,0.8,0.41,0.54
lockss.csv,0.0,0.37,0.04,0.02,0.06,0.0,0.34,0.3,0.23,0.2,0.14,0.14,0.22,0.24,0.1
ofbiz.csv,0.0,0.74,0.44,0.61,0.36,0.46,0.66,0.65,0.51,0.27,0.07,0.26,0.83,0.32,0.49
officefloor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.05,0.08
opennms.csv,0.0,0.32,0.04,0.13,0.34,0.12,0.58,0.03,0.11,0.35,0.02,0.38,0.23,0.05,0.0
rohxel.csv,0.03,0.84,0.43,0.56,0.25,0.43,0.92,0.81,0.48,0.39,0.06,0.35,0.36,0.51,0.17
roolo.csv,0.0,0.63,0.41,0.66,0.39,0.39,0.32,0.37,0.14,0.17,0.03,0.67,0.52,0.11,0.5
sevenupdate.csv,0.02,0.94,0.44,0.94,0.42,0.44,0.88,0.97,0.52,0.32,0.05,0.52,0.8,0.41,0.55
web-cat.csv,0.03,0.63,0.38,0.82,0.35,0.49,0.77,0.67,0.51,0.3,0.06,0.38,0.74,0.5,0.78
