,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.67,0.91,0.97,0.54,1.0,0.85,0.79,0.83,1.0,0.76,0.9,0.65,1.0,0.74
encog-cs.csv,1.0,0.73,0.49,0.54,0.36,0.57,0.62,0.42,0.42,0.27,0.82,0.45,0.21,0.53,0.16
extprosys.csv,0.0,0.43,0.23,0.76,0.82,0.67,0.21,0.34,0.12,0.59,0.26,0.55,0.74,0.72,0.47
ibatisdb.csv,0.0,0.1,0.17,0.1,0.46,0.27,0.15,0.16,0.41,0.41,0.26,0.05,0.05,0.64,0.37
intact.csv,0.0,0.55,0.06,0.46,0.32,0.33,0.03,0.1,0.2,0.77,0.32,0.15,0.27,0.11,0.05
japano.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.95,1.0,1.0,0.99,0.92,0.95
lockss.csv,0.0,0.22,0.02,0.01,0.04,0.0,0.21,0.18,0.14,0.14,0.39,0.1,0.12,0.17,0.05
ofbiz.csv,0.0,0.65,0.96,0.48,0.54,0.8,0.56,0.5,0.52,0.36,0.89,0.25,0.9,0.42,0.74
officefloor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.05
opennms.csv,0.0,0.2,0.02,0.07,0.25,0.07,0.46,0.02,0.06,0.32,0.03,0.35,0.14,0.03,0.0
rohxel.csv,1.0,0.78,0.96,0.4,0.29,0.43,1.0,0.7,0.52,0.5,0.68,0.45,0.24,0.83,0.11
roolo.csv,0.0,0.49,0.62,0.51,0.68,0.67,0.21,0.23,0.11,0.32,0.39,0.65,0.42,0.14,0.53
sevenupdate.csv,1.0,1.0,1.0,1.0,0.96,0.97,1.0,1.0,0.97,0.91,1.0,1.0,0.98,1.0,1.0
web-cat.csv,1.0,0.47,0.64,0.76,0.68,0.77,0.79,0.54,0.94,0.64,0.84,0.5,0.74,1.0,0.74
