,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.98,0.38,0.98,0.58,0.99,0.69,0.95
k3d.csv,0.8,0.83,0.23,1.0,1.0,0.98,0.83
massiv.csv,1.0,1.0,0.83,0.66,0.03,0.97,1.0
net-snmp.csv,0.52,0.91,0.59,0.87,0.66,0.91,0.65
patterntesting.csv,0.96,0.97,0.89,0.38,0.87,0.98,0.97
t-2.csv,0.87,0.79,0.78,0.97,0.61,0.41,1.15
xreal.csv,0.89,0.69,0.78,0.99,1.02,0.96,0.02
