,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,1.0,0.0,74.0,5.0,293.0,75.0,39.0
k3d.csv,3.0,0.0,3.0,76.0,561.0,1.0,30.0
massiv.csv,91.0,54.0,5.0,6.0,1.0,84.0,183.0
net-snmp.csv,0.0,13.0,29.0,8.0,139.0,49.0,8.0
patterntesting.csv,1.0,1.0,0.0,1.0,327.0,82.0,40.0
t-2.csv,1.0,0.0,0.0,0.0,198.0,2.0,183.0
xreal.csv,2.0,5.0,32.0,8.0,561.0,24.0,0.0
