,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.61,0.72,0.25,0.62,0.01,0.2,0.06
k3d.csv,0.31,0.27,0.6,0.0,0.0,0.03,0.04
massiv.csv,0.0,0.0,0.23,0.45,0.35,0.05,0.0
net-snmp.csv,0.6,0.58,0.29,0.48,0.02,0.21,0.06
patterntesting.csv,0.59,0.62,0.28,0.68,0.01,0.22,0.05
t-2.csv,0.53,0.33,0.27,0.06,0.02,0.43,0.0
xreal.csv,0.19,0.49,0.18,0.05,0.0,0.05,0.77
