,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.09,0.77,0.09,0.71,0.05,0.5,0.21
k3d.csv,0.28,0.25,0.83,0.0,0.0,0.02,0.23
massiv.csv,0.0,0.0,0.2,0.49,0.99,0.12,0.0
net-snmp.csv,0.63,0.34,0.55,0.44,0.72,0.34,0.57
patterntesting.csv,0.17,0.13,0.38,0.69,0.43,0.09,0.13
t-2.csv,0.45,0.33,0.56,0.04,0.66,0.66,0.0
xreal.csv,0.14,0.53,0.4,0.04,0.0,0.06,1.0
