,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.44,0.66,0.14,0.49,0.01,0.13,0.03
k3d.csv,0.43,0.38,0.46,0.0,0.0,0.03,0.02
massiv.csv,0.0,0.0,0.38,0.44,0.21,0.04,0.0
net-snmp.csv,0.58,0.43,0.2,0.36,0.01,0.12,0.03
patterntesting.csv,0.44,0.44,0.16,0.69,0.01,0.12,0.03
t-2.csv,0.42,0.39,0.16,1.0,0.01,0.33,0.0
xreal.csv,0.42,0.45,0.12,0.09,0.0,0.05,0.62
