,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.95,0.81,0.67,1.0,0.4
minig.csv,0.97,0.71,0.44,1.0,0.93
ossbuild.csv,0.81,0.48,0.67,0.3,0.77
rezilla.csv,0.38,0.9,0.68,0.83,1.0
webdriver.csv,0.91,0.39,0.78,1.0,0.62
