,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.94,0.95,0.91,0.91,0.75,0.48,1.0,0.96,0.34,0.62,0.94,0.94,0.59
badtrinity-zero.csv,0.97,0.69,0.47,0.72,0.84,0.67,0.81,0.48,0.84,0.78,0.72,0.69,0.82
betoffice.csv,0.89,0.96,0.94,0.88,0.64,0.86,0.92,0.95,0.68,0.82,0.91,0.93,1.06
exordium.csv,0.56,0.9,0.67,0.68,0.75,0.45,0.27,0.58,0.63,0.37,0.72,0.46,0.44
fltk.csv,0.65,0.8,0.59,0.42,0.77,0.78,0.46,0.43,0.9,0.71,0.6,0.87,0.56
gabel.csv,0.77,0.9,0.81,0.64,0.92,0.46,0.38,0.61,0.8,0.43,0.68,0.84,0.52
genoviz.csv,0.83,1.0,0.81,0.9,0.98,0.65,0.79,0.86,0.84,0.76,0.89,1.0,0.11
irrlicht.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.62,0.99,1.0
nug.csv,0.28,0.95,0.83,0.63,0.96,0.69,0.72,0.95,0.93,0.98,0.82,0.94,0.93
rezilla.csv,0.92,0.36,0.76,0.85,0.74,0.86,0.85,1.03,0.82,0.88,0.74,0.92,1.0
toped.csv,0.71,0.96,0.66,0.84,0.69,0.94,0.73,0.2,0.86,0.83,0.75,0.8,0.73
xmemcached.csv,0.56,1.0,0.96,0.77,0.66,0.33,0.95,0.92,0.63,0.93,0.82,0.77,0.61
zoolib.csv,0.63,0.86,0.69,0.59,0.81,0.65,0.46,0.53,0.76,0.44,0.65,0.38,0.61
