,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.5,0.5,0.96,0.97,0.56,0.59,0.0,0.5,0.58,0.49,0.93,0.97,0.41
badtrinity-zero.csv,0.34,0.72,0.43,0.47,0.8,0.52,0.44,0.33,0.45,0.83,0.45,0.62,0.4
betoffice.csv,0.42,0.38,0.47,0.57,0.57,0.7,0.54,0.6,0.59,0.58,0.51,0.53,0.34
exordium.csv,0.67,0.8,0.61,0.78,0.58,0.49,0.61,0.42,0.64,0.48,0.71,0.72,0.4
fltk.csv,0.45,0.82,0.64,0.53,0.9,0.48,0.51,0.38,0.48,0.63,0.61,0.94,0.47
gabel.csv,0.88,0.75,0.97,0.75,0.88,0.57,0.55,0.54,0.89,0.58,0.73,0.93,0.44
genoviz.csv,0.86,0.0,0.94,0.93,0.75,0.91,0.75,0.86,0.7,0.8,0.96,0.5,0.7
irrlicht.csv,0.38,0.36,0.0,0.42,0.39,0.39,0.41,0.32,0.41,0.46,0.5,0.49,0.32
nug.csv,0.68,0.41,0.63,0.63,0.4,0.45,0.64,0.88,0.44,0.47,0.54,0.51,0.34
rezilla.csv,0.33,0.54,0.48,0.62,0.55,0.74,0.59,0.34,0.62,0.92,0.48,0.51,0.5
toped.csv,0.55,0.38,0.59,0.58,0.87,0.44,0.54,0.39,0.54,0.57,0.62,0.98,0.39
xmemcached.csv,0.69,0.36,0.53,0.6,0.52,0.6,0.44,0.55,0.53,0.46,0.6,0.62,0.37
zoolib.csv,0.65,0.9,0.65,0.71,0.66,0.45,0.5,0.39,0.45,0.7,0.67,0.98,0.54
