,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.07,0.06,0.13,0.12,0.35,0.63,0.0,0.05,0.78,0.52,0.07,0.07,0.69
badtrinity-zero.csv,0.23,0.41,0.67,0.61,0.3,0.52,0.53,0.75,0.46,0.29,0.58,0.61,0.49
betoffice.csv,0.37,0.2,0.24,0.45,0.6,0.36,0.4,0.37,0.62,0.51,0.34,0.32,0.09
exordium.csv,0.51,0.13,0.41,0.37,0.33,0.69,0.86,0.61,0.48,0.75,0.34,0.7,0.86
fltk.csv,0.62,0.3,0.48,0.71,0.35,0.55,0.71,0.66,0.38,0.63,0.57,0.16,0.8
gabel.csv,0.28,0.13,0.24,0.42,0.11,0.61,0.74,0.47,0.24,0.65,0.39,0.19,0.61
genoviz.csv,0.21,0.0,0.23,0.12,0.02,0.4,0.25,0.17,0.23,0.29,0.15,0.0,0.98
irrlicht.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.05,0.0
nug.csv,0.81,0.31,0.44,0.53,0.17,0.62,0.54,0.26,0.27,0.09,0.51,0.24,0.27
rezilla.csv,0.29,0.74,0.58,0.38,0.45,0.2,0.34,0.0,0.28,0.15,0.45,0.37,0.22
toped.csv,0.55,0.2,0.58,0.48,0.42,0.29,0.59,0.83,0.46,0.5,0.55,0.3,0.65
xmemcached.csv,0.66,0.0,0.25,0.54,0.59,0.75,0.2,0.4,0.65,0.29,0.51,0.58,0.68
zoolib.csv,0.5,0.19,0.38,0.48,0.38,0.64,0.74,0.6,0.58,0.64,0.47,0.7,0.58
