,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.03,0.02,0.2,0.16,0.29,0.28,0.0,0.0,0.28,0.36,0.06,0.09,0.56
badtrinity-zero.csv,0.94,0.28,0.35,0.71,0.4,0.47,0.8,0.44,0.69,0.23,0.65,0.64,0.71
betoffice.csv,0.89,0.95,0.94,0.81,0.53,0.56,0.82,0.78,0.64,0.78,0.9,0.91,0.98
exordium.csv,0.19,0.08,0.21,0.07,0.24,0.33,0.25,0.44,0.29,0.27,0.1,0.35,0.44
fltk.csv,0.58,0.3,0.16,0.3,0.33,0.75,0.38,0.22,0.88,0.7,0.41,0.04,0.56
gabel.csv,0.11,0.05,0.16,0.14,0.09,0.16,0.27,0.22,0.07,0.21,0.2,0.03,0.33
genoviz.csv,0.11,0.0,0.04,0.01,0.07,0.05,0.0,0.0,0.26,0.14,0.06,0.01,0.11
irrlicht.csv,1.0,1.0,0.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.99,1.0
nug.csv,0.22,0.9,0.62,0.4,0.96,0.66,0.59,0.56,0.93,0.98,0.78,0.94,0.93
rezilla.csv,0.92,0.25,0.73,0.55,0.49,0.23,0.5,1.0,0.31,0.12,0.47,0.69,0.6
toped.csv,0.58,0.95,0.54,0.76,0.29,0.92,0.68,0.0,0.78,0.79,0.67,0.29,0.73
xmemcached.csv,0.47,1.0,0.93,0.69,0.56,0.2,0.95,0.78,0.59,0.92,0.76,0.76,0.58
zoolib.csv,0.33,0.18,0.2,0.14,0.49,0.59,0.41,0.33,0.74,0.24,0.33,0.21,0.47
