,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.77,0.89,0.81,0.76,0.67,0.4,0.98,1.0,1.0,0.9,0.72,0.98,0.83,0.72
crux-framework.csv,0.73,0.59,0.75,0.83,0.95,0.87,0.78,0.88,0.63,0.9,0.73,0.77,0.13,0.94
etherboot.csv,0.94,0.73,1.0,0.97,0.59,0.81,0.81,0.58,0.97,0.97,0.94,1.0,0.79,0.97
freebios.csv,0.86,0.88,0.85,0.8,0.7,0.9,0.34,1.0,0.65,0.87,0.87,0.9,0.75,0.89
gebr.csv,0.99,0.93,0.9,0.72,0.71,0.93,0.9,0.42,0.9,0.95,0.89,0.76,1.0,1.0
gnukeda.csv,0.87,0.72,0.82,0.34,0.84,0.59,0.79,0.52,0.65,0.81,0.95,0.83,0.85,0.94
google-gears.csv,0.49,0.81,0.79,0.62,0.86,1.0,0.95,0.95,0.98,0.85,0.45,0.78,0.64,0.9
gstreamer.csv,0.74,0.95,0.97,0.56,0.81,0.83,0.89,0.51,0.8,0.79,0.66,0.38,0.94,1.0
jnode.csv,0.9,0.71,0.28,0.7,1.01,1.0,0.88,0.8,1.0,0.95,0.9,0.98,1.02,1.0
metacosm.csv,0.72,0.69,0.67,0.64,0.89,0.65,0.84,0.62,0.62,0.6,0.74,0.64,0.46,0.34
openmeetings.csv,0.49,0.19,0.51,0.82,0.56,0.52,0.88,0.59,0.55,0.8,0.68,0.62,0.74,0.54
pgui.csv,0.69,0.9,1.0,0.58,0.71,0.78,0.79,0.51,0.41,0.76,0.56,1.0,0.99,1.0
tradelink.csv,0.72,0.9,0.8,0.56,0.89,0.91,0.79,0.55,0.88,0.41,0.67,0.82,0.89,0.85
wxcrp.csv,0.54,1.03,0.94,0.78,0.98,0.74,0.8,0.56,0.74,0.49,0.67,0.57,0.96,0.91
