,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.6,0.33,0.22,0.16,0.48,0.44,0.51,0.48,0.49,0.33,0.51,0.2,0.62,0.5,0.99,0.52,0.22,0.57,0.37,0.22
buddata-ebxml-registry.csv,0.47,0.21,0.11,0.22,0.9,0.8,0.43,0.47,0.57,0.58,0.67,0.17,0.83,0.48,0.71,0.77,0.08,0.63,1.0,0.87
cornerstone.csv,0.45,0.27,0.15,0.39,0.47,0.66,0.36,0.49,0.48,0.53,0.96,0.19,0.65,0.52,0.62,0.62,0.09,0.58,0.46,0.67
emeraldemu.csv,0.39,0.19,0.28,0.35,0.52,0.6,0.42,0.99,0.37,0.34,0.58,0.23,0.52,0.4,0.66,0.49,0.14,0.52,0.72,0.8
jahshakafx.csv,1.0,0.3,0.17,0.19,0.45,0.29,0.48,0.49,0.34,0.26,0.33,0.08,0.21,0.39,0.48,0.25,0.18,0.54,0.26,0.48
jaolt.csv,0.65,0.29,0.15,0.29,0.63,0.67,0.49,0.49,0.54,0.7,0.56,0.18,0.99,0.46,0.67,0.67,0.13,0.58,0.73,0.81
kmess.csv,0.37,0.3,0.24,0.22,0.61,0.39,0.42,0.5,0.45,0.48,0.36,0.24,0.46,0.44,0.58,0.98,0.15,0.58,0.26,0.16
maya-work-in-progress.csv,0.62,0.24,0.19,0.32,0.72,0.57,0.54,0.52,0.54,0.95,0.55,0.16,0.64,0.42,0.7,0.66,0.1,0.57,0.86,0.88
mia.csv,0.16,0.1,0.15,0.23,0.11,0.3,0.0,0.28,0.1,0.23,0.58,0.94,0.4,0.38,0.27,0.22,0.0,0.05,0.44,0.69
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.25,0.19,0.06,0.18,0.47,0.46,0.31,0.31,0.06,0.28,0.28,0.36,0.92,0.47,0.49,0.11,0.41,0.16,0.13
novembre.csv,0.5,0.25,0.25,0.26,0.3,0.22,1.0,0.51,0.27,0.37,0.43,0.16,0.34,0.35,0.57,0.5,0.27,0.42,0.19,0.29
ns-3.csv,0.63,0.22,0.17,0.28,0.57,0.99,0.43,0.42,0.53,0.56,0.6,0.19,0.73,0.43,0.69,0.61,0.13,0.51,0.58,0.78
nullc.csv,0.43,0.16,0.08,0.22,1.0,0.71,0.39,0.45,0.49,0.4,0.54,0.16,0.63,0.49,0.58,0.62,0.09,0.53,0.44,0.54
open-beos.csv,0.52,0.27,0.17,0.37,0.73,0.57,0.39,0.55,0.96,0.64,0.65,0.23,0.65,0.4,0.67,0.63,0.19,0.64,0.85,0.81
pixel-commandos.csv,0.3,0.16,0.11,0.06,0.24,0.04,0.12,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.1,1.0,0.15,0.06,0.0
plee-the-bear.csv,0.08,0.03,0.92,0.0,0.31,0.37,0.22,0.09,0.22,0.28,0.35,0.11,0.36,0.35,0.1,0.34,0.0,0.34,0.32,0.61
reaper-ecad.csv,0.45,0.09,0.14,0.96,0.58,0.57,0.35,0.36,0.35,0.5,0.42,0.29,0.44,0.25,0.52,0.53,0.14,0.38,0.7,0.54
unladen-swallow.csv,0.27,0.68,0.05,0.12,0.36,0.5,0.24,0.15,0.22,0.26,0.55,0.15,0.34,0.36,0.35,0.4,0.0,0.36,0.73,0.72
xmoto.csv,0.65,0.26,0.24,0.29,0.73,0.47,0.38,0.6,0.57,0.49,0.62,0.3,0.66,0.57,0.69,0.62,0.16,0.96,0.49,0.37
zxing.csv,0.63,0.22,0.16,0.25,0.53,0.59,0.47,0.56,0.41,0.58,0.33,0.12,0.38,0.33,0.66,0.66,0.11,0.6,0.51,0.99
