,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.0,0.0,32.0,56.0,4.0,61.0
mcmc-jags.csv,1.0,0.0,5.0,0.0,0.0,0.0
olap-navigator.csv,0.0,0.0,17.0,0.0,0.0,18.0
pidgin.csv,0.0,0.0,22.0,0.0,0.0,61.0
salasaga.csv,0.0,0.0,54.0,0.0,1.0,0.0
sepgsql.csv,1.0,6.0,0.0,56.0,0.0,184.0
