,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.71,0.59,0.47,0.9,0.98,0.69
mcmc-jags.csv,0.46,0.68,0.58,0.79,0.85,0.48
olap-navigator.csv,0.53,0.52,0.75,0.59,0.52,0.52
pidgin.csv,0.56,0.38,0.42,0.72,0.39,0.54
salasaga.csv,0.58,0.47,0.5,0.52,0.51,0.89
sepgsql.csv,0.89,0.88,0.96,0.0,0.95,0.5
