,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.5,0.84,0.93,0.79,0.65,0.51,0.58,0.73,0.58,1.1,0.91,1.08,0.69,0.59,0.59,0.38,0.88
biopax.csv,0.59,1.0,0.96,1.0,0.76,0.67,0.89,0.68,0.84,0.99,0.99,0.34,0.63,0.87,0.98,0.23,0.9
ffigo.csv,1.0,0.82,1.0,0.67,1.0,0.99,1.0,1.0,0.81,0.64,1.0,0.88,0.37,1.0,0.71,0.88,1.0
freebios.csv,0.93,0.75,0.35,0.84,0.84,0.85,0.86,0.61,0.73,0.68,0.59,0.66,0.79,0.88,0.81,0.89,0.72
glelite.csv,0.96,0.96,0.93,0.72,0.97,0.89,0.98,0.98,0.78,0.97,0.98,0.03,0.96,0.99,0.78,0.68,0.97
gnupdate.csv,0.56,0.68,0.92,0.88,0.26,0.67,0.62,0.5,0.69,0.85,1.02,0.94,0.62,0.52,0.74,0.79,0.9
go.csv,0.4,0.67,0.81,0.72,0.43,0.76,0.37,0.67,0.64,0.65,1.03,0.57,0.53,0.56,0.73,0.5,0.71
gstreamer.csv,0.63,0.82,0.9,0.9,0.62,0.83,0.63,0.78,0.49,0.76,0.79,0.74,0.84,0.4,0.6,0.65,1.0
metacosm.csv,0.8,0.63,0.88,0.46,0.61,0.8,0.55,0.73,0.56,0.78,0.89,0.95,0.63,0.7,0.78,0.49,0.32
pcsx2.csv,0.52,0.65,0.82,0.53,0.75,0.64,0.56,0.96,0.44,0.92,1.05,0.44,1.0,0.57,0.74,0.52,0.67
pgui.csv,1.0,1.0,0.9,0.88,0.8,1.0,0.5,0.42,1.0,0.96,1.02,1.01,1.0,1.0,0.63,1.0,1.0
qse.csv,0.95,0.67,0.92,0.71,0.8,0.91,0.27,0.83,0.6,0.83,0.77,0.69,0.93,0.93,0.66,0.36,0.58
rebecca-aiml.csv,0.75,0.56,0.84,0.63,0.82,0.79,0.52,0.54,0.6,0.17,0.68,0.51,0.52,0.6,0.82,0.63,0.57
skia.csv,0.62,0.62,0.86,0.68,0.77,0.67,0.7,0.73,0.69,0.67,0.74,0.81,0.89,0.6,0.43,1.06,0.51
vars-redux.csv,0.53,0.7,0.65,0.35,0.85,0.63,0.72,0.9,0.67,1.0,0.82,1.0,0.48,0.82,0.91,0.59,0.49
wxjs.csv,1.0,0.98,0.98,1.0,1.0,0.97,1.0,1.0,0.99,0.76,0.23,0.92,1.0,1.0,0.92,1.02,1.0
yale.csv,1.0,0.58,0.56,0.68,1.0,0.98,0.86,0.59,0.91,0.79,0.8,1.01,0.68,0.7,0.9,0.78,0.69
