,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.4,0.21,0.4,0.33,0.54,0.72
ingex.csv,0.34,0.28,0.4,0.47,0.54,0.46
jgnash.csv,0.5,0.47,0.44,0.35,0.53,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.41,0.25,0.38,0.53,0.56,0.48
openefm.csv,0.65,0.24,0.28,0.31,0.41,0.41
yarp0.csv,0.46,0.19,0.65,0.46,0.56,0.47
