,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.35,0.39,0.37,0.33,0.3,0.3
ingex.csv,0.21,0.29,0.17,0.26,0.16,0.18
jgnash.csv,0.2,0.15,0.15,0.15,0.16,0.16
mp-rechnungs-und-kundenverwaltung.csv,0.19,0.22,0.28,0.21,0.16,0.11
openefm.csv,0.2,0.25,0.15,0.24,0.18,0.14
yarp0.csv,0.26,0.15,0.2,0.25,0.2,0.2
