,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.71,0.53,0.67,0.45,0.26,0.93,0.29,0.34,0.33,0.43,0.51,0.34,0.41
grafx2.csv,0.66,0.74,0.72,0.77,0.52,0.67,0.57,0.68,0.94,0.8,0.71,0.54,0.6
jahshakafx.csv,0.99,0.48,0.56,0.14,0.21,0.48,0.29,0.22,0.45,0.43,0.42,0.32,0.49
kftpgrabber.csv,0.47,0.62,0.59,0.33,0.28,0.55,0.11,0.61,0.64,0.67,0.98,0.4,0.47
kindb.csv,0.83,0.78,0.74,0.81,0.46,0.73,0.6,0.73,0.63,1.0,0.73,0.46,0.64
maya-work-in-progress.csv,0.53,0.57,0.75,0.48,0.3,0.63,1.0,0.7,0.4,0.67,0.65,0.54,0.67
netatalk.csv,0.59,0.61,0.56,0.54,0.24,0.57,0.23,0.42,0.63,0.48,0.54,1.0,0.4
nullc.csv,0.28,0.0,0.17,0.0,0.97,0.6,0.43,0.41,0.78,0.62,0.24,0.0,0.49
plee-the-bear.csv,0.4,0.1,0.88,0.05,0.41,0.47,0.65,0.46,0.22,0.46,0.16,0.54,0.54
reaper-ecad.csv,0.56,0.28,0.55,0.9,0.0,0.57,0.53,0.17,0.37,0.56,0.5,0.61,0.48
unimrcp.csv,0.63,0.31,0.31,0.29,0.28,0.25,0.04,0.99,0.27,0.15,0.55,0.25,0.23
unladen-swallow.csv,0.2,0.59,0.35,0.14,0.35,0.38,0.39,0.28,0.36,0.57,0.35,0.31,0.38
xmoto.csv,0.82,0.7,0.71,0.6,0.45,0.69,0.63,0.66,0.58,0.73,0.63,0.68,0.88
