,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.53,0.25,0.21,0.16,0.92,1.0,1.0,0.42,1.0,0.93,0.54,0.57,0.93
grafx2.csv,0.47,0.19,0.1,0.24,0.92,0.55,0.61,0.47,0.98,0.88,0.58,0.44,0.64
jahshakafx.csv,1.0,0.24,0.17,0.09,0.9,0.49,0.67,0.31,0.58,0.93,0.61,0.18,0.8
kftpgrabber.csv,0.36,0.23,0.16,0.19,0.86,0.49,0.6,0.42,0.84,0.95,1.0,0.33,0.83
kindb.csv,0.53,0.2,0.11,0.25,0.81,0.44,0.75,0.4,0.76,1.0,0.49,0.3,0.69
maya-work-in-progress.csv,0.34,0.16,0.1,0.14,0.79,0.35,1.0,0.35,0.51,0.79,0.38,0.28,0.53
netatalk.csv,0.54,0.23,0.16,0.26,0.83,0.49,0.75,0.5,0.66,0.83,0.62,1.0,0.54
nullc.csv,0.27,0.12,0.06,0.13,0.98,0.33,0.39,0.26,0.68,0.73,0.34,0.25,0.44
plee-the-bear.csv,0.22,0.04,0.97,0.25,0.77,0.27,0.47,0.22,0.5,0.65,0.21,0.26,0.44
reaper-ecad.csv,0.41,0.11,0.06,1.0,0.69,0.33,0.41,0.1,0.43,0.69,0.3,0.3,0.4
unimrcp.csv,0.63,0.27,0.18,0.24,0.92,0.62,0.33,0.93,0.83,1.0,0.65,0.75,0.64
unladen-swallow.csv,0.43,0.73,0.04,0.09,0.7,0.25,0.34,0.14,0.44,0.69,0.24,0.15,0.33
xmoto.csv,0.56,0.2,0.1,0.24,0.77,0.41,0.59,0.32,0.56,0.83,0.46,0.38,1.0
