,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.4,0.55,0.4,0.67,0.79,0.08,0.75,0.72,0.72,0.62,0.57,0.72,0.64
grafx2.csv,0.47,0.49,0.48,0.42,0.55,0.42,0.52,0.43,0.07,0.31,0.39,0.55,0.5
jahshakafx.csv,0.01,0.59,0.51,0.89,0.83,0.59,0.75,0.83,0.67,0.62,0.64,0.86,0.56
kftpgrabber.csv,0.66,0.48,0.49,0.73,0.78,0.55,0.91,0.5,0.42,0.39,0.03,0.69,0.59
kindb.csv,0.36,0.48,0.47,0.4,0.72,0.5,0.46,0.47,0.45,0.0,0.45,0.68,0.45
maya-work-in-progress.csv,0.81,0.58,0.53,0.68,0.95,0.7,0.0,0.68,0.89,0.5,0.67,0.79,0.61
netatalk.csv,0.48,0.49,0.51,0.54,0.82,0.52,0.81,0.64,0.52,0.59,0.52,0.0,0.69
nullc.csv,0.94,1.0,0.96,1.0,0.09,0.73,0.87,0.88,0.49,0.75,0.94,1.0,0.83
plee-the-bear.csv,0.86,0.96,0.15,0.96,0.91,0.78,0.68,0.85,0.84,0.86,0.9,0.75,0.78
reaper-ecad.csv,0.57,0.8,0.78,0.12,1.13,0.69,0.8,0.98,0.84,0.75,0.81,0.72,0.81
unimrcp.csv,0.44,0.73,0.73,0.76,0.77,0.79,0.97,0.03,0.77,0.88,0.52,0.79,0.81
unladen-swallow.csv,0.83,0.47,0.87,0.89,0.96,0.8,0.92,0.95,0.82,0.72,0.83,0.94,0.9
xmoto.csv,0.32,0.47,0.5,0.49,0.82,0.54,0.48,0.67,0.75,0.41,0.51,0.51,0.14
