,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.61,0.33,0.31,0.23,0.35,0.96,0.4,0.35,0.44,0.54,0.5,0.38,0.52
grafx2.csv,0.55,0.31,0.18,0.37,0.63,0.6,0.57,0.55,0.95,0.85,0.64,0.47,0.61
jahshakafx.csv,1.0,0.31,0.25,0.11,0.3,0.46,0.36,0.23,0.49,0.54,0.46,0.22,0.57
kftpgrabber.csv,0.39,0.33,0.24,0.23,0.38,0.5,0.16,0.49,0.7,0.75,0.98,0.34,0.56
kindb.csv,0.67,0.32,0.19,0.39,0.57,0.57,0.64,0.53,0.68,1.0,0.6,0.35,0.65
maya-work-in-progress.csv,0.5,0.25,0.17,0.22,0.76,0.49,1.0,0.52,0.63,0.73,0.53,0.41,0.63
netatalk.csv,0.55,0.33,0.25,0.34,0.32,0.52,0.3,0.43,0.64,0.58,0.56,1.0,0.43
nullc.csv,0.4,0.21,0.11,0.22,0.98,0.47,0.53,0.39,0.77,0.84,0.51,0.4,0.57
plee-the-bear.csv,0.29,0.05,0.9,0.07,0.67,0.35,0.6,0.31,0.27,0.68,0.16,0.37,0.53
reaper-ecad.csv,0.47,0.15,0.12,0.93,0.56,0.43,0.54,0.12,0.38,0.7,0.4,0.43,0.45
unimrcp.csv,0.61,0.27,0.22,0.24,0.38,0.32,0.06,0.96,0.36,0.21,0.57,0.33,0.3
unladen-swallow.csv,0.25,0.62,0.06,0.1,0.49,0.3,0.45,0.18,0.37,0.67,0.28,0.2,0.35
xmoto.csv,0.68,0.31,0.18,0.34,0.59,0.54,0.61,0.47,0.67,0.78,0.54,0.5,0.93
