,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.67,0.91,0.58,0.93,0.81,0.47,0.7,0.0,0.74,0.67,0.5
fceugc.csv,0.86,0.62,0.78,0.62,0.93,0.74,0.68,0.9,0.89,0.8,0.73
flexpay.csv,0.48,0.51,0.99,0.63,0.44,0.43,0.42,0.39,0.94,0.44,0.71
jstock.csv,0.94,0.75,0.97,0.0,0.5,0.92,0.83,0.71,0.8,0.0,0.0
keyczar.csv,0.97,0.88,0.98,0.71,0.51,0.97,0.92,0.61,0.86,0.45,0.83
modellus.csv,0.66,0.5,0.54,0.5,0.53,0.48,0.76,0.65,0.66,0.75,0.8
open-data-kit.csv,0.47,0.41,0.52,0.48,0.88,0.44,0.45,0.67,0.61,0.55,0.53
phet.csv,0.98,0.47,0.87,0.38,0.46,0.63,0.5,0.35,0.6,0.44,0.46
qtractor.csv,0.53,0.46,0.62,0.88,0.79,0.57,0.72,0.89,0.59,0.67,0.5
sumatrapdf.csv,0.44,0.59,0.48,0.53,0.65,0.53,0.62,0.77,0.58,0.86,0.5
synergyspace.csv,0.98,0.8,0.98,0.0,0.93,0.88,0.94,0.8,0.96,0.67,0.0
