,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.07,0.29,0.46,0.38,0.55,0.65,0.41,0.0,0.23,0.06,0.98
fceugc.csv,0.13,0.36,0.31,1.0,0.32,0.37,0.43,0.0,0.31,0.08,0.22
flexpay.csv,0.59,0.75,0.89,0.38,0.45,0.78,0.86,0.77,0.15,1.0,0.44
jstock.csv,0.0,0.14,0.11,0.0,0.06,0.13,0.05,1.0,0.08,0.0,0.0
keyczar.csv,0.1,0.29,0.12,0.14,0.26,0.08,0.07,0.31,0.04,1.0,0.05
modellus.csv,0.22,0.64,0.48,0.62,0.52,0.94,0.3,0.54,0.31,0.08,0.07
open-data-kit.csv,0.45,0.54,0.53,0.48,0.32,0.67,0.97,0.62,0.19,0.4,0.68
phet.csv,0.93,0.75,0.27,1.0,0.35,0.35,0.64,0.77,0.58,1.0,0.95
qtractor.csv,0.19,0.93,0.46,0.19,0.45,0.43,0.34,0.38,0.23,0.04,0.29
sumatrapdf.csv,0.36,0.61,0.7,0.67,1.0,0.67,0.53,0.46,0.81,0.1,0.61
synergyspace.csv,0.13,0.11,0.12,0.0,0.23,0.27,0.13,0.0,0.88,0.06,0.0
