,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,6.0,0.0,14.0,2.0,0.0,0.0,2.0,55.0,17.0,0.0,0.0
fceugc.csv,2.0,0.0,4.0,0.0,3.0,1.0,2.0,55.0,2.0,1.0,0.0
flexpay.csv,3.0,3.0,0.0,0.0,3.0,2.0,4.0,3.0,10.0,3.0,0.0
jstock.csv,289.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,0.0,62.0,63.0
keyczar.csv,1.0,0.0,0.0,6.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0
modellus.csv,0.0,0.0,14.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
open-data-kit.csv,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
phet.csv,0.0,3.0,2.0,0.0,3.0,2.0,4.0,5.0,1.0,3.0,0.0
qtractor.csv,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
sumatrapdf.csv,4.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
synergyspace.csv,0.0,1.0,3.0,63.0,0.0,3.0,1.0,55.0,0.0,0.0,63.0
