,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.07,0.41,0.27,0.46,0.65,0.7,0.52,0.0,0.19,0.12,0.99
fceugc.csv,0.13,0.49,0.25,1.0,0.43,0.51,0.58,0.0,0.3,0.15,0.35
flexpay.csv,0.3,0.63,0.94,0.31,0.3,0.57,0.71,0.37,0.19,0.87,0.48
jstock.csv,0.0,0.25,0.17,0.0,0.12,0.22,0.1,0.96,0.13,0.0,0.0
keyczar.csv,0.14,0.36,0.14,0.16,0.22,0.11,0.11,0.26,0.06,0.99,0.09
modellus.csv,0.19,0.69,0.28,0.53,0.51,0.97,0.44,0.47,0.26,0.15,0.13
open-data-kit.csv,0.28,0.6,0.25,0.4,0.42,0.61,0.99,0.52,0.18,0.56,0.73
phet.csv,0.96,0.59,0.18,0.52,0.24,0.34,0.6,0.31,0.26,0.87,0.8
qtractor.csv,0.15,0.96,0.33,0.28,0.56,0.54,0.5,0.45,0.22,0.08,0.41
sumatrapdf.csv,0.22,0.6,0.3,0.51,1.0,0.71,0.61,0.46,0.44,0.18,0.7
synergyspace.csv,0.15,0.18,0.15,0.0,0.31,0.39,0.21,0.0,0.94,0.12,0.0
