,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.31,0.12,0.4,0.14,0.07,0.22,0.27,0.02,0.32,0.0,0.0
fceugc.csv,0.29,0.12,0.25,0.0,0.09,0.08,0.09,0.23,0.19,0.07,0.09
flexpay.csv,0.72,0.75,0.0,0.51,0.87,0.95,0.93,0.72,0.13,0.93,0.7
jstock.csv,0.08,0.0,0.05,0.0,0.0,0.01,0.05,0.02,0.03,0.0,0.04
keyczar.csv,0.11,0.33,0.12,0.33,0.64,0.35,0.16,0.33,0.06,0.07,0.17
modellus.csv,0.33,0.25,0.4,0.35,0.29,0.0,0.14,0.23,0.27,0.0,0.09
open-data-kit.csv,0.54,0.29,0.55,0.44,0.13,0.52,0.0,0.23,0.26,0.07,0.35
phet.csv,0.0,0.92,0.36,0.91,0.87,0.7,0.89,0.98,0.73,0.93,0.78
qtractor.csv,0.42,0.0,0.27,0.09,0.09,0.16,0.07,0.09,0.23,0.07,0.26
sumatrapdf.csv,0.58,0.5,0.62,0.47,0.0,0.22,0.34,0.16,0.48,0.13,0.22
synergyspace.csv,0.19,0.08,0.11,0.02,0.13,0.12,0.18,0.12,0.0,0.0,0.04
