,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.07,0.73,0.19,0.57,0.81,0.75,0.72,0.0,0.16,1.0,1.0
fceugc.csv,0.12,0.77,0.21,1.0,0.67,0.82,0.89,0.0,0.3,0.8,0.82
flexpay.csv,0.2,0.54,1.0,0.27,0.23,0.45,0.61,0.24,0.24,0.77,0.53
jstock.csv,0.0,1.0,0.31,0.0,1.0,0.92,0.67,0.93,0.4,0.0,0.0
keyczar.csv,0.23,0.5,0.17,0.18,0.19,0.19,0.42,0.22,0.14,0.98,0.33
modellus.csv,0.17,0.75,0.2,0.46,0.5,1.0,0.79,0.41,0.23,1.0,0.6
open-data-kit.csv,0.21,0.68,0.17,0.34,0.59,0.56,1.0,0.44,0.16,0.95,0.78
phet.csv,0.98,0.49,0.13,0.35,0.19,0.33,0.56,0.19,0.17,0.77,0.68
qtractor.csv,0.12,1.0,0.26,0.5,0.74,0.73,0.9,0.56,0.21,0.67,0.67
sumatrapdf.csv,0.16,0.59,0.19,0.41,1.0,0.75,0.73,0.46,0.3,0.71,0.83
synergyspace.csv,0.18,0.6,0.19,0.0,0.5,0.7,0.56,0.0,1.0,1.0,0.0
