,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.21,0.32,0.0,1.0,0.0,0.06
arsenal-1.csv,0.69,0.48,0.96,0.48,0.45,0.4
barracudamvc.csv,1.0,0.57,0.61,0.62,0.45,0.35
mevenide.csv,0.55,0.45,0.43,0.49,0.47,0.98
mumble.csv,0.52,0.53,0.32,0.56,0.94,0.29
openintents.csv,0.35,0.95,0.61,0.45,0.28,0.21
