,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.86,0.97,0.94,0.92,0.0,0.94,0.83,0.67,0.75,0.97,0.0,0.67,0.0,0.86,0.77,0.8,0.67,0.67,0.75,0.95
clamav.csv,0.93,0.52,0.0,0.46,0.94,0.73,0.52,0.88,0.5,0.47,0.5,0.64,0.53,0.63,0.43,0.7,0.55,0.71,0.6,0.53
customsagetv.csv,0.5,0.92,0.0,0.0,0.0,0.5,0.5,0.0,0.88,0.88,0.0,0.0,0.5,0.5,0.9,0.49,0.0,0.75,0.67,0.9
gss.csv,0.29,0.4,0.49,0.35,0.4,0.44,0.38,0.34,0.39,0.42,0.42,0.44,0.62,0.38,0.33,0.38,0.4,0.45,0.41,0.46
guineu.csv,0.68,0.97,0.86,0.6,0.77,0.54,0.83,0.59,0.9,0.71,0.52,0.78,0.0,0.73,0.91,0.75,0.78,0.67,0.91,0.42
inkscape.csv,0.73,0.98,0.0,0.69,0.71,0.73,0.43,0.5,0.75,0.8,0.73,0.53,0.89,0.86,0.83,0.91,0.8,0.8,0.8,0.88
mpqc.csv,0.93,0.9,0.6,0.96,0.71,0.95,0.92,0.65,0.66,0.98,0.8,0.95,0.41,0.93,0.73,0.4,0.82,0.43,0.62,0.47
nsis.csv,0.37,0.41,0.54,0.38,0.36,0.46,0.37,0.47,0.56,0.45,0.48,0.43,0.43,0.4,0.37,0.36,0.39,0.41,0.38,0.55
octave.csv,0.55,0.97,0.47,0.55,0.95,0.75,0.89,0.54,0.69,0.93,0.67,0.5,0.5,0.65,0.5,0.35,0.67,0.43,0.47,0.42
owfs.csv,0.61,0.91,0.67,0.89,0.71,0.62,0.88,0.7,0.69,0.61,0.77,0.83,0.88,0.89,0.75,0.78,0.67,0.67,0.75,0.43
owlib.csv,0.39,0.54,0.42,0.37,0.42,0.53,0.47,0.51,0.6,0.47,0.54,0.59,0.6,0.48,0.43,0.38,0.5,0.5,0.46,0.34
pamguard.csv,0.34,0.58,0.44,0.42,0.69,0.68,0.38,0.5,0.49,0.49,0.6,0.52,0.9,0.56,0.44,0.61,0.89,0.91,0.52,0.65
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
prelude.csv,0.31,0.4,0.48,0.38,0.38,0.44,0.34,0.39,0.51,0.42,0.4,0.4,0.32,0.37,0.32,0.3,0.39,0.33,0.33,0.35
pustefix.csv,0.89,0.94,0.91,0.71,0.9,0.7,0.5,0.89,0.93,0.95,0.5,0.0,0.68,0.77,0.91,0.81,0.52,0.88,0.8,0.86
robocode.csv,0.49,0.85,0.75,0.48,0.82,0.84,0.86,0.55,0.57,0.56,0.86,0.56,0.59,0.62,0.5,0.55,0.88,0.65,0.45,0.39
scenemonitor.csv,0.34,0.51,0.4,0.34,0.47,0.56,0.34,0.45,0.61,0.5,0.55,0.47,0.55,0.54,0.43,0.35,0.86,0.45,0.5,0.46
tango-cs.csv,0.92,0.97,0.0,0.92,0.96,0.55,0.84,0.88,0.76,0.74,0.83,0.81,0.75,0.93,0.94,0.84,0.8,0.89,0.86,0.61
uwom-server.csv,0.7,0.97,0.67,0.92,0.73,0.59,0.91,0.58,0.62,0.8,0.9,0.86,0.36,0.74,0.47,0.4,0.89,0.46,0.41,0.43
zengine.csv,0.29,0.38,0.49,0.36,0.47,0.5,0.34,0.35,0.39,0.39,0.41,0.43,0.31,0.43,0.31,0.31,0.48,0.33,0.35,0.33
