,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,51.0,0.0,0.0,2.0,1.0,62.0,0.0,6.0
clamav.csv,6.0,0.0,52.0,15.0,5.0,4.0,0.0,2.0,16.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,62.0,3.0,0.0
customsagetv.csv,0.0,0.0,52.0,62.0,124.0,1.0,0.0,50.0,3.0,1.0,92.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0
gss.csv,2.0,0.0,0.0,11.0,4.0,1.0,4.0,5.0,4.0,8.0,0.0,2.0,2.0,2.0,0.0,6.0,13.0,18.0,0.0,0.0
guineu.csv,0.0,0.0,0.0,1.0,11.0,33.0,1.0,0.0,16.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,62.0,0.0,0.0
inkscape.csv,11.0,0.0,52.0,1.0,13.0,6.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
mpqc.csv,0.0,0.0,0.0,1.0,13.0,0.0,3.0,1.0,23.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,21.0,0.0,0.0
nsis.csv,0.0,0.0,0.0,1.0,14.0,1.0,4.0,0.0,2.0,14.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,15.0,0.0,3.0
octave.csv,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,26.0,0.0,0.0
owfs.csv,1.0,0.0,0.0,0.0,7.0,25.0,0.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,62.0,0.0,0.0
owlib.csv,8.0,0.0,1.0,10.0,14.0,0.0,0.0,1.0,3.0,17.0,1.0,2.0,0.0,4.0,1.0,0.0,11.0,3.0,2.0,0.0
pamguard.csv,0.0,0.0,0.0,9.0,19.0,1.0,1.0,0.0,9.0,18.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,62.0,1.0,0.0
papertoolkit.csv,83.0,0.0,52.0,62.0,124.0,127.0,0.0,50.0,68.0,225.0,92.0,1.0,51.0,84.0,91.0,95.0,55.0,0.0,49.0,0.0
prelude.csv,0.0,0.0,0.0,1.0,13.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,9.0,16.0,0.0,0.0
pustefix.csv,2.0,1.0,0.0,1.0,4.0,0.0,74.0,3.0,3.0,14.0,0.0,49.0,10.0,0.0,1.0,0.0,1.0,62.0,3.0,4.0
robocode.csv,0.0,0.0,1.0,13.0,0.0,1.0,3.0,0.0,9.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0
scenemonitor.csv,0.0,8.0,0.0,3.0,2.0,1.0,2.0,1.0,23.0,23.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0
tango-cs.csv,4.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,3.0,17.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
uwom-server.csv,0.0,1.0,0.0,0.0,23.0,40.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,28.0,0.0,0.0
zengine.csv,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,0.0,8.0,1.0,7.0,0.0,0.0
