,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.1,0.18,0.25,0.5,0.06,0.24,0.09,0.2,0.93,0.11,0.01,0.1,0.0,0.11,0.31,0.05,0.12,0.0,0.16,0.13
clamav.csv,0.1,0.56,0.0,0.47,0.17,0.39,0.48,0.16,0.49,0.59,0.34,0.39,0.49,0.4,0.55,0.33,1.0,0.0,0.37,0.45
customsagetv.csv,0.05,0.09,0.0,0.0,0.0,0.06,0.06,0.0,0.27,0.06,0.0,0.04,0.06,0.05,0.1,0.98,0.0,0.38,0.12,0.13
gss.csv,0.43,0.24,0.0,0.41,0.72,0.37,0.0,0.57,0.75,0.35,0.6,0.76,0.39,0.3,0.55,0.42,0.0,0.37,0.98,0.51
guineu.csv,0.97,0.26,0.2,0.21,0.31,0.06,0.06,0.52,0.18,0.31,0.26,0.13,0.06,0.3,0.15,0.31,0.29,0.0,0.31,0.61
inkscape.csv,0.18,0.25,0.0,0.31,0.31,0.23,0.99,0.05,0.27,0.36,0.27,0.41,0.18,0.11,0.06,0.07,0.18,0.38,0.12,0.05
mpqc.csv,0.36,0.3,0.54,0.39,0.3,0.96,0.14,0.5,0.47,0.23,0.07,0.36,0.49,0.16,0.42,0.75,0.38,0.48,0.34,0.6
nsis.csv,0.45,0.09,0.51,0.52,0.41,0.21,0.13,0.62,0.42,0.27,0.97,0.3,0.63,0.2,0.49,0.57,0.61,0.66,0.59,0.42
octave.csv,0.57,0.25,0.48,0.68,0.96,0.06,0.09,0.56,0.3,0.21,0.02,0.06,0.45,0.51,0.5,0.36,0.34,0.3,0.4,0.45
owfs.csv,0.39,0.11,0.09,0.85,0.31,0.06,0.15,0.2,0.27,0.39,0.14,0.16,0.24,0.2,0.29,0.31,0.06,0.0,0.32,0.51
owlib.csv,0.54,0.97,0.77,0.49,0.23,0.28,0.49,0.49,0.57,0.61,0.56,0.24,0.54,0.53,0.59,0.69,0.54,0.66,0.58,0.67
pamguard.csv,0.51,0.48,0.62,0.56,0.51,0.63,0.56,0.45,0.7,0.49,0.42,0.65,0.4,0.32,1.0,0.15,0.28,0.0,0.56,0.37
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02
prelude.csv,0.0,0.09,1.0,0.39,0.05,0.17,0.4,0.5,0.62,0.45,0.38,0.64,0.4,0.35,0.13,0.27,0.38,0.36,0.21,0.13
pustefix.csv,0.18,0.06,0.31,0.3,0.11,0.06,0.0,0.26,0.18,0.02,0.02,0.0,0.38,0.97,0.2,0.37,0.58,0.0,0.09,0.26
robocode.csv,0.69,0.3,0.09,0.48,0.17,0.24,0.27,0.97,0.62,0.33,0.09,0.5,0.54,0.34,0.5,0.51,0.24,0.37,0.52,0.65
scenemonitor.csv,0.61,0.58,0.5,0.64,0.7,0.33,0.64,0.57,0.34,0.54,0.33,0.56,0.95,0.58,0.57,0.61,0.24,0.75,0.57,0.54
tango-cs.csv,0.18,0.2,0.02,0.31,0.06,0.59,0.24,0.26,0.6,0.33,0.4,0.44,0.12,0.2,0.24,0.22,0.18,0.38,0.24,0.97
uwom-server.csv,0.49,0.18,0.09,0.31,0.36,0.06,0.17,0.55,0.24,0.93,0.11,0.13,0.38,0.4,0.49,0.67,0.24,0.31,0.4,0.4
zengine.csv,0.13,0.3,0.0,0.41,0.7,0.55,0.6,0.67,0.68,0.66,0.54,0.98,0.76,0.61,0.24,0.43,0.58,0.66,0.59,0.49
